Test Time (s),F(kg)      millistrain
0.548,����������
3.974,"00-0.00,000.00000
"
4.172,"000.00,000.00000
"
4.374,"00-0.00,000.00000
"
4.57,"00-0.00,000.00000
"
4.771,"000.00,000.00000
"
4.973,"000.00,000.00000
"
5.174,"000.44,000.00000
"
5.37,"001.76,000.00000"
5.591,"
003.07,000.00000
"
5.786,"004.03,000.00000
"
5.986,"004.58,000.00000
"
6.187,"004.56,000.00000
"
6.388,"004.55,000.00000
"
6.589,"004.54,000.00000
"
6.786,"004.72,000.00000
"
7.006,"005.91,000.00000
"
7.204,"007.33,000.00000
"
7.406,"008.74,000.00000
"
7.604,"009.77,000.00000
"
7.805,"010.37,000.00000
"
8.004,"010.33,000.00000
"
8.207,"010.29,000.00000
"
8.405,"010.26,000.00000
"
8.621,"010.24,000.00000
"
8.82,"010.78,000.00000
"
9.021,"011.81,000.00000
"
9.221,"012.88,000.00000
"
9.422,"013.91,000.00000
"
9.624,"014.85,000.00000
"
9.823,"015.11,000.00000
"
10.021,"014.90,000.00000
"
10.221,"014.80,000.00000
"
10.438,"014.74,000.00000
"
10.641,"014.83,000.00000
"
10.838,"015.69,000.00000
"
11.037,"016.79,000.00000
"
11.237,"017.73,000.00000
"
11.437,"018.45,000.00000
"
11.638,"018.64,000.00000
"
11.841,"018.35,000.00000
"
12.038,"018.09,000.00000
"
12.257,"017.98,000.00000
"
12.456,"018.06,000.00000
"
12.654,"018.97,000.00000
"
12.855,"019.88,000.00000
"
13.055,"020.51,000.00000
"
13.256,"020.91,000.00000
"
13.474,"020.95,000.00000
"
13.656,"020.56,000.00000
"
13.872,"020.25,000.00000
"
14.073,"020.02,000.00000
"
14.274,"019.78,000.00000
"
14.473,"020.39,000.00000
"
14.673,"021.26,000.00000
"
14.873,"021.57,000.00000
"
15.074,"021.17,000.00000
"
15.29,"016.05,000.00000
"
15.489,"000.06,000.00000
"
15.673,"000.00,000.00000
"
15.888,"000.00,000.00000
"
16.089,"000.00,000.00000
"
16.29,"00-0.00,000.00000
"
16.49,"000.00,000.00000
"
16.69,"000.00,000.00000
"
16.891,"000.00,000.00000
"
17.089,"000.00,000.000"
17.307,"00
000.00,000.00000
"
