Test Time (s),F(kg)      millistrain
0.523,������ܟ�p��p�0��i�p�p�p�����p�pa��p�p��
3.882,"000.35,000.00000
"
4.099,"000.56,000.00000
"
4.299,"000.74,000.00000
"
4.501,"000.87,000.00000
"
4.72,"001.01,000.00000
"
4.899,"001.11,000.00000
"
5.102,"001.08,000.00000
"
5.302,"001.07,000.00000
"
5.504,"001.06,000.00000
"
5.702,"001.05,000.00000
"
5.918,"001.05,000.00000
"
6.104,"001.04,000.00000
"
6.317,"001.12,000.00000
"
6.517,"001.24,000.00000
"
6.719,"001.32,000.00000
"
6.916,"001.36,000.00000
"
7.117,"001.28,000.00000
"
7.316,"001.30,000.00000
"
7.517,"001.31,000.00000
"
7.734,"001.27,000.00000
"
7.933,"001.24,000.00000
"
8.135,"001.23,000.00000
"
8.337,"001.22,000.00000
"
8.534,"001.21,000.00000
"
8.735,"001.20,000.00000
"
8.934,"001.30,000.00000
"
9.15,"001.36,000.00000
"
9.337,"001.37,000.00000
"
9.537,"001.31,000.00000
"
9.752,"001.28,000.00000
"
9.953,"001.29,000.00000
"
10.152,"001.30,000.00000
"
10.353,"001.30,000.00000
"
10.555,"001.27,000.00000
"
10.753,"001.24,000.00000
"
10.954,"001.22,000.00000
"
11.152,"001.21,000.00000
"
11.371,"001.20,000.00000
"
11.57,"001.22,000.00000
"
11.758,"001.28,000.00000
"
11.985,"001.30,000.00000
"
12.17,"001.28,000.00000
"
12.373,"001.27,000.00000
"
12.569,"001.27,000.00000
"
12.77,"001.27,000.00000
"
12.968,"001.27,000.00000
"
13.203,"001.28,000.00000
"
13.37,"001.22,000.0000"
13.586,"0
001.19,000.00000
"
13.785,"001.18,000.00000
"
13.987,"001.16,000.00000
"
14.186,"001.15,000.00000
"
14.386,"001.15,000.00000
"
14.587,"001.15,000.00000
"
14.789,"001.19,000.00000
"
14.991,"001.20,000.00000
"
15.193,"001.20,000.00000
"
15.39,"001.19,000.00000"
15.604,"
001.20,000.00000
"
15.801,"001.21,000.00000
"
16.001,"001.21,000.00000
"
16.201,"001.22,000.00000
"
16.404,"001.24,000.00000
"
16.601,"001.25,000.00000
"
16.818,"001.24,000.00000
"
17.021,"001.22,000.00000
"
17.217,"001.19,000.00000
"
17.42,"001.17,000.00000
"
17.621,"001.16,000.00000
"
17.82,"001.16,000.00000
"
18.02,"001.19,000.00000
"
18.234,"001.21,000.00000
"
18.434,"001.20,000.00000
"
18.636,"001.17,000.00000
"
18.835,"001.15,000.00000
"
19.035,"001.10,000.00000
"
19.236,"001.10,000.00000
"
19.434,"001.11,000.00000
"
19.634,"001.13,000.00000
"
19.834,"001.15,000.00000
"
20.036,"001.18,000.00000
"
20.239,"001.17,000.00000
"
20.447,"001.15,000.00000
"
20.641,"001.14,000.00000
"
20.843,"001.14,000.0000"
21.058,"0
001.13,000.00000
"
21.258,"001.13,000.00000
"
21.445,"001.16,000.00000"
21.658,"
001.19,000.00000
"
21.858,"001.20,000.00000
"
22.06,"001.22,000.00000
"
22.261,"001.23,000.00000
"
22.476,"001.23,000.00000
"
22.662,"001.24,000.00000
"
22.878,"001.26,000.00000
"
23.074,"001.27,000.00000
"
23.278,"001.28,000.00000
"
23.477,"001.28,000.00000
"
23.677,"001.26,000.00000
"
23.876,"001.24,000.00000
"
24.075,"001.23,000.00000
"
24.293,"001.22,000.00000
"
24.491,"001.22,000.00000
"
24.692,"001.23,000.00000
"
24.891,"001.27,000.00000
"
25.093,"001.28,000.00000
"
25.293,"001.29,000.00000
"
25.492,"001.30,000.00000
"
25.694,"001.30,000.00000
"
25.896,"001.31,000.00000
"
26.093,"001.32,000.00000
"
26.308,"001.33,000.00000
"
26.509,"001.34,000.00000
"
26.711,"001.36,000.00000
"
26.91,"001.35,000.00000
"
27.11,"001.32,000.00000
"
27.308,"001.30,000.00000
"
27.508,"001.29,000.00000"
27.713,"
001.27,000.00000
"
27.928,"001.33,000.00000
"
28.111,"001.35,000.00000
"
28.325,"001.36,000.00000
"
28.526,"001.36,000.00000
"
28.727,"001.37,000.00000
"
28.926,"001.38,000.00000
"
29.129,"001.38,000.00000
"
29.329,"001.38,000.00000
"
29.526,"001.39,000.00000"
29.743,"
001.39,000.00000
"
29.943,"001.35,000.00000
"
30.143,"001.33,000.00000
"
30.343,"001.31,000.00000
"
30.544,"001.30,000.00000
"
30.744,"001.29,000.00000
"
30.943,"001.33,000.00000
"
31.143,"001.36,000.00000
"
31.361,"001.37,000.00000
"
31.544,"001.38,000.0000"
31.76,"0
001.39,000.00000
"
31.96,"001.39,000.00000
"
32.161,"001.40,000.00000
"
32.361,"001.41,000.00000
"
32.561,"001.41,000.00000
"
32.761,"001.42,000.00000
"
32.963,"001.41,000.00000
"
33.161,"001.40,000.00000
"
33.38,"001.37,000.00000
"
33.576,"001.36,000.00000
"
33.776,"001.34,000.00000
"
33.978,"001.32,000.00000
"
34.177,"001.32,000.00000
"
34.377,"001.33,000.00000
"
34.579,"001.34,000.00000
"
34.776,"001.36,000.00000
"
34.996,"001.36,000.00000
"
35.193,"001.36,000.00000
"
35.394,"001.37,000.00000
"
35.593,"001.37,000.00000
"
35.796,"001.38,000.00000
"
35.994,"001.38,000.00000
"
36.193,"001.38,000.00000
"
36.393,"001.37,000.00000
"
36.595,"001.35,000.00000
"
36.796,"001.34,000.00000
"
37.013,"001.33,000.00000
"
37.213,"001.33,000.00000
"
37.413,"001.33,000.00000
"
37.61,"001.35,000.00000
"
37.81,"001.36,000.00000
"
38.009,"001.38,000.00000
"
38.21,"001.39,000.00000"
38.431,"
001.39,000.00000
"
38.63,"001.40,000.00000
"
38.827,"001.40,000.00000
"
39.027,"001.40,000.00000
"
39.227,"001.41,000.00000
"
39.429,"001.42,000.00000
"
39.631,"001.40,000.00000
"
39.827,"001.37,000.00000
"
40.027,"001.34,000.00000
"
40.229,"001.32,000.00000
"
40.445,"001.31,000.00000
"
40.643,"001.34,000.00000
"
40.844,"001.38,000.00000
"
41.044,"001.39,000.00000
"
41.244,"001.38,000.00000
"
41.443,"001.38,000.00000
"
41.644,"001.38,000.00000
"
41.845,"001.39,000.00000
"
42.061,"001.39,000.00000
"
42.26,"001.39,000.00000
"
42.461,"001.39,000.00000
"
42.663,"001.38,000.00000
"
42.86,"001.35,000.00000
"
43.06,"001.33,000.00000
"
43.262,"001.33,000.00000
"
43.46,"001.32,000.00000
"
43.661,"001.32,000.00000
"
43.878,"001.32,000.00000
"
44.079,"001.35,000.00000
"
44.278,"001.34,000.00000
"
44.478,"001.33,000.00000
"
44.677,"001.34,000.00000
"
44.877,"001.34,000.00000
"
45.079,"001.35,000.00000
"
45.277,"001.36,000.00000
"
45.478,"001.36,000.00000
"
45.681,"001.38,000.00000
"
45.894,"001.38,000.00000
"
46.095,"001.35,000.00000
"
46.295,"001.33,000.00000
"
46.495,"001.33,000.00000
"
46.694,"001.32,000.00000
"
46.898,"001.32,000.00000
"
47.095,"001.36,000.00000
"
47.314,"001.38,000.00000
"
47.511,"001.39,000.00000
"
47.711,"001.39,000.00000
"
47.912,"001.39,000.00000
"
48.112,"001.39,000.00000
"
48.311,"001.36,000.00000
"
48.511,"001.35,000.00000
"
48.713,"001.35,000.00000
"
48.912,"001.36,000.00000
"
49.112,"001.34,000.00000
"
49.328,"001.32,000.00000
"
49.528,"001.32,000.00000
"
49.728,"001.31,000.00000
"
49.928,"001.30,000.00000
"
50.129,"001.31,000.00000
"
50.328,"001.33,000.00000
"
50.528,"001.33,000.00000
"
50.745,"001.34,000.00000
"
50.945,"001.35,000.00000
"
51.145,"001.36,000.00000
"
51.346,"001.36,000.00000
"
51.545,"001.32,000.00000
"
51.745,"001.27,000.00000
"
51.946,"001.24,000.00000
"
52.145,"001.25,000.00000
"
52.345,"001.24,000.00000
"
52.561,"001.23,000.00000
"
52.764,"001.24,000.00000
"
52.962,"001.24,000.00000
"
53.162,"001.24,000.00000
"
53.363,"001.23,000.00000
"
53.562,"001.24,000.00000
"
53.762,"001.25,000.00000
"
53.962,"001.25,000.00000
"
54.162,"001.24,000.00000
"
54.362,"001.23,000.00000
"
54.579,"001.27,000.00000
"
54.779,"001.28,000.00000
"
54.979,"001.28,000.00000
"
55.178,"001.28,000.00000
"
55.379,"001.26,000.00000
"
55.581,"001.24,000.00000
"
55.778,"001.22,000.00000
"
55.98,"001.21,000.00000
"
56.182,"001.22,000.00000
"
56.399,"001.22,000.00000
"
56.598,"001.22,000.00000
"
56.795,"001.23,000.00000
"
56.996,"001.26,000.00000
"
57.198,"001.26,000.00000
"
57.399,"001.26,000.00000
"
57.596,"001.25,000.00000
"
57.816,"001.24,000.00000
"
58.013,"001.25,000.00000
"
58.199,"001.26,000.00000
"
58.414,"001.27,000.00000
"
58.614,"001.27,000.00000
"
58.814,"001.26,000.00000
"
59.013,"001.26,000.00000
"
59.213,"001.23,000.00000
"
59.413,"001.22,000.00000
"
59.613,"001.21,000.00000
"
59.832,"001.21,000.00000
"
60.031,"001.21,000.00000
"
60.23,"001.22,000.00000
"
60.43,"001.24,000.00000
"
60.63,"001.25,000.00000
"
60.83,"001.25,000.00000
"
61.029,"001.26,000.00000"
61.232,"
001.25,000.00000
"
61.447,"001.24,000.00000
"
61.647,"001.23,000.00000
"
61.848,"001.23,000.00000
"
62.048,"001.24,000.00000
"
62.248,"001.24,000.00000
"
62.446,"001.23,000.00000
"
62.649,"001.21,000.00000
"
62.848,"001.21,000.00000
"
63.046,"001.20,000.000"
63.265,"00
001.20,000.00000
"
63.466,"001.20,000.00000
"
