Test Time (s),F(kg)      millistrain
25.901,"0.0590338
21.96,"
26.084,"0.0590338
23.97,"
26.268,"0.0590338
24.10,"
26.451,"0.0590338
23.95,"
26.634,"0.0590338
23.84,"
26.818,"0.0590338
23.75,"
27.018,"0.0590338
24.18,"
27.201,"0.0590338
26.42,"
27.384,"0.0590338
28.59,"
27.568,"0.0590338
29.57,"
27.752,"0.0590338
29.25,"
27.935,"0.0590338
29.00,"
28.118,"0.0590338
28.82,"
28.301,"0.0590338
28.67,"
28.501,"0.0590338
29.44,"
28.685,"0.0590338
31.73,"
28.868,"0.0590338
33.39,"
29.051,"0.0590338
33.29,"
29.235,"0.0590338
32.73,"
29.418,"0.0590338
32.35,"
29.601,"0.0590338
32.06,"
29.785,"0.0590338
32.18,"
29.968,"0.0590338
33.62,"
30.151,"0.0590338
35.28,"
30.334,"0.0590338
35.24,"
30.519,"0.0590338
34.48,"
30.701,"0.0590338
33.94,"
30.901,"0.0590338
33.53,"
31.085,"0.0590338
33.30,"
31.267,"0.0590338
33.97,"
31.452,"0.0590338
35.63,"
31.635,"0.0590338
35.55,"
31.818,"0.0590338
34.81,"
32.002,"0.0590338
34.27,"
32.185,"0.0590338
33.83,"
32.369,"0.0590338
33.47,"
32.551,"0.0590338
33."
32.651,"90,0.0590338
"
32.835,"35.53,0.0590338
"
33.018,"36.55,0.0590338
"
33.201,"35.63,0.0590338
"
33.385,"34.80,0.0590338
"
33.568,"34.16,0.0590338
"
33.769,"33.69,0.0590338
"
33.952,"34.49,0.0590338
"
34.135,"36.12,0.0590338
"
34.319,"36.32,0.0590338
"
34.502,"34.97,0.0590338
"
34.686,"34.01,0.0590338
"
34.868,"33.29,0.0590338
"
35.052,"32.80,0.0590338
"
35.235,"33.25,0.0590338
"
35.419,"35.04,0.0590338
"
35.602,"34.63,0.0590338
"
35.786,"33.42,0.0590338"
35.968,"
32.54,0.05903"
36.169,"38
31.84,0.0590338
"
36.351,"31.64,0.0590338
"
36.536,"33.03,0.0590338
"
36.719,"34.13,0.0590338
"
36.901,"33.23,0.0590338
"
37.085,"31.45,0.0590338
"
37.269,"30.07,0.0590338
"
37.452,"28.95,0.0590338
"
37.635,"29.63,0.0590338
"
37.82,"29.22,0.0590338
"
38.019,"1.35,0.0590338
"
38.203,"0.01,0.0590338
"
38.386,"0.01,0.0590338
"
38.569,"0.01,0.0590338
"
38.752,"0.01,0.0590338
"
38.935,"0.00,0.0590338
"
39.12,"0.00,0.0590338
"
39.303,"0.00,0.0590338
"
39.485,"0.00,0.0590338
"
39.669,"0.00,0.0590338
"
39.853,"0.01,0.0590338
"
40.036,"0.00,0.0590338"
40.235,"
0.00,0.0590338
"
40.419,"0.01,0.0590338
"
40.602,"0.00,0.0590338
"
40.786,"0.00,0.0590338
"
40.969,"0.00,0.0590338
"
41.152,"0.00,0.0590338
"
41.336,"0.01,0.0590338
"
41.52,"0.00,0.0590338
"
41.702,"0.00,0.0590338
"
41.902,"0.00,0.0590338
"
42.086,"0.00,0.0590338
"
42.269,"0.00,0.0590338
"
42.453,"0.00,0.0590338
"
42.636,"0.00,0.0590338
"
42.819,"0.00,0.0590338
"
43.002,"0.00,0.0590338
"
43.186,"0.00,0.0590338
"
43.369,"0.01,0.0590338
"
43.553,"0.00,0.0590338
"
43.737,"0.00,0.0590338
"
43.92,"0.00,0.0590338
"
44.102,"0.00,0.0590338"
44.303,"
0.00,0.0590338
"
44.486,"0.00,0.0590338
"
44.669,"0.00,0.0590338
"
44.853,"0.00,0.0590338
"
45.037,"0.00,0.0590338
"
45.22,"0.00,0.0590338
"
45.403,"0.00,0.0590338
"
45.585,"0.00,0.0590338
"
45.77,"0.00,0.0590338
"
45.969,"0.00,0.0590338
"
46.154,"0.00,0.0590338
"
46.337,"0.00,0.0590338
"
46.52,"-0.00,0.0590338
"
46.703,"-0.00,0.0590338
"
46.887,"-0.00,0.0590338
"
47.07,"0.00,0.0590338
"
47.253,"0.00,0.0590338
"
47.437,"-0.00,0.0590338
"
47.619,"-0.00,0.0590338
"
47.803,"0.00,0.0590338
"
47.986,"0.00,0.0590338"
48.187,"
0.00,0.0590338
"
48.37,"0.00,0.0590338
"
48.553,"-0.00,0.0590338
"
48.737,"-0.00,0.0590338
"
48.921,"-0.00,0.0590338
"
49.103,"0.00,0.0590338
"
49.287,"0.00,0.0590338
"
49.471,"0.00,0.0590338
"
49.654,"0.00,0.0590338
"
49.854,"-0.00,0.0590338
"
50.036,"0.00,0.0590338
"
50.22,"0.00,0.0590338
"
50.404,"-0.00,0.0590338
"
50.587,"-0.00,0.0590338
"
50.77,"0.00,0.0590338
"
50.954,"-0.00,0.0590338
"
51.136,"0.00,0.0590338
"
51.32,"0.00,0.0590338
"
51.503,"0.00,0.0590338
"
51.703,"0.00,0.0590338
"
51.887,"0.00,0.0590338
"
52.071,"0.00,0.0590338
"
52.253,"0.00,0.0590338
"
52.437,"0.00,0.0590338
"
52.62,"0.00,0.0590338
"
52.803,"-0.00,0.0590338
"
52.986,"0.00,0.0590338
"
53.17,"0.00,0.0590338
"
53.354,"0.00,0.0590338
"
53.538,"0.00,0.0590338
"
53.72,"-0.00,0.0590338
"
53.921,"-0.00,0.0590338
"
54.088,"-0.00,0.0590338"
54.287,"
-0.00,0.0590338
"
54.47,"-0.00,0.0590338
"
