Test Time (s),F(kg)      millistrain
18.02,"0.0000084
-0.00,"
18.22,"0.0000089
0.00,"
18.403,"0.0000096
0.00,"
18.586,"0.0000109
0.00,"
18.77,"0.0000116
0.00,"
18.952,"0.0000130
-0.00,"
19.137,"0.0000135
-0.00,"
19.32,"0.0000135
-0.00,"
19.503,"0.0000137
-0.00,"
19.686,"0.0000132
0.00,"
19.87,"0.0000123
-0.00,"
20.052,"0.0000112
-0.00,"
20.252,"0.0000106
-0.00,"
20.436,"0.0000097
-0.00,"
20.62,"0.0000086
-0.00,"
20.802,"0.0000069
-0.00,"
20.987,"0.0000051
0.00,"
21.169,"0.0000035
0.00,"
21.353,"0.0000026
-0.00,"
21.537,"0.0000014
0.00,"
21.72,"0.0000007
-0.00,"
21.903,"-0.0000005
0.00,"
22.104,"-0.0000023
0.00,"
22.287,"-0.0000039
-0.00,"
22.47,"-0.0000043
0.00,"
22.654,"-0.0000056
0.00,"
22.836,"-0.0000066
-0.00,"
23.02,"-0.0000078
0.00,"
23.203,"-0.0000088
0.00,"
23.386,"-0.0000092
-0.00,"
23.57,"-0.0000084
0.00,"
23.754,"-0.0000101
0.00,"
23.936,"-0.0000098
0.00,"
24.12,"-0.0000107
-0.00,"
24.304,"-0.0000114
-0.00,"
24.503,"-0.0000120
-0.00,"
24.67,"-0.0000126
0.00,"
24.871,"-0.0000133
-0.00,"
25.053,"-0.0000139
-0.00,"
25.236,"-0.0000134
-0.00,"
25.42,"-0.0000137
0.00,"
25.603,"-0.0000134
-0.00,"
25.786,"-0.0000126
-0.00,"
25.97,"-0.0000123
0.00,"
26.153,"-0.0000119
0.00,"
26.336,"-0.0000118
-0.00,"
26.52,"-0.0000107
0.00,"
26.703,"-0.0000105
-0.00,"
26.903,"-0.0000104
0.00,"
27.086,"-0.0000101
0.00,"
27.27,"-0.0000101
0.00,"
27.453,"-0.0000099
-0.00,"
27.637,"-0.0000099
0.00,"
27.821,"-0.0000098
-0.00,"
28.003,"-0.0000097
0.00,"
28.186,"-0.0000094
-0.00,"
28.371,"-0.0000094
-0.00,"
28.554,"-0.0000093
0.00,"
28.737,"-0.0000091
0.00,"
28.921,"-0.0000091
0.00,"
29.104,"-0.0000090
0.00,"
29.287,"-0.0000084
0.00,"
29.487,"-0.0000083
0.00,"
29.671,"-0.0000079
0.00,"
29.853,"-0.0000075
0.00,"
30.036,"-0.0000076
0.00,"
30.22,"-0.0000069
-0.00,"
30.404,"-0.0000071
0.00,"
30.587,"-0.0000068
-0.00,"
30.77,"-0.0000068
-0.00,"
30.953,"-0.0000060
0.00,"
31.137,"-0.0000059
-0.00,"
31.321,"-0.0000050
0.0"
31.42,"0,-0.0000047
"
31.604,"0.00,-0.0000040
"
31.787,"-0.00,-0.0000032
"
31.971,"0.00,-0.0000028
"
32.154,"0.00,-0.0000034
"
32.354,"0.00,-0.0000048
"
32.537,"-0.00,-0.0000044
"
32.72,"0.00,-0.0000045
"
32.903,"-0.00,-0.0000035
"
33.087,"0.00,-0.0000031
"
33.271,"-0.00,-0.0000031
"
33.453,"-0.00,-0.0000023
"
33.637,"-0.00,-0.0000023
"
33.82,"0.00,-0.0000021
"
34.004,"0.00,-0.0000014
"
34.187,"-0.00,-0.0000014
"
34.371,"0.00,-0.0000003
"
34.572,"0.00,-0.0000002
"
34.754,"0.00,0.0000002
"
34.937,"0.00,0.0000007
"
35.121,"-0.00,0.0000007
"
35.305,"0.00,0.0000017
"
35.488,"0.00,0.0000018
"
35.671,"-0.00,0.0000026
"
35.854,"0.00,0.0000030
"
36.037,"0.00,0.0000031
"
36.221,"-0.00,0.0000036
"
36.404,"-0.00,0.0000038
"
36.588,"0.00,0.0000040
"
36.771,"-0.00,0.0000044
"
36.972,"0.00,0.0000050
"
37.154,"-0.00,0.0000049
"
37.338,"0.00,0.0000053
"
37.521,"0.00,0.0000057
"
37.704,"0.00,0.0000066
"
37.887,"0.00,0.0000066
"
38.072,"-0.00,0.0000096
"
38.255,"0.01,0.0004519
"
38.438,"1.03,0.0019944
"
38.622,"3.37,0.0021297
"
38.804,"3.45,0.0021187
"
38.988,"3.43,0.0021126
"
39.172,"3.42,0.0021091
"
39.371,"3.42,0.0021432
"
39.554,"3.56,0.0035307
"
39.738,"6.34,0.0059775
"
39.922,"10.33,0.0076117
"
40.104,"12.53,0.0076821
"
40.288,"12.54,0.0076544
"
40.472,"12.50,0.0076361
"
40.654,"12.47,0.0076199
"
40.837,"12.45,0.0077551
"
41.021,"12.87,0.0438442
"
41.204,"16.69,0.0599931
"
41.388,"20.65,0.0599931
"
41.571,"21.47,0.0599931"
41.772,"
21.37,0.0599931
"
41.955,"21.32,0.0599931
"
42.139,"21.27,0.0599931
"
42.321,"21.68,0.0599931
"
42.505,"24.80,0.0599931
"
42.688,"28.43,0.0599931
"
42.872,"29.96,0.0599931
"
43.055,"29.75,0.0599931
"
43.239,"29.60,0.0599931
"
43.421,"29.48,0.0599931
"
43.622,"29.92,0.0599931
"
43.805,"33.13,0.0599931
"
43.988,"36.19,0.0599931
"
44.171,"35.76,0.0599931
"
44.354,"35.13,0.0599931
"
44.539,"34.70,0.0599931
"
44.721,"34.35,0.0599931
"
44.905,"34.76,0.0599931
"
45.089,"37.41,0.0599931
"
45.273,"39.00,0.0599931
"
45.455,"37.93,0.0599931
"
45.64,"36.76,0.0599931
"
45.822,"36.00,0.0599931
"
46.005,"35.45,0.0599931
"
46.206,"36.39,0.0599931
"
46.388,"39.09,0.0599931
"
46.572,"38.70,0.0599931
"
46.755,"36.86,0.0599931
"
46.939,"35.78,0.0599931
"
47.122,"35.02,0.0599931
"
47.305,"34.47,0.0599931
"
47.488,"35.38,0.0599931
"
47.672,"37.19,0.0599931
"
47.855,"6.00,0.0599931
"
48.038,"0.00,0.0599931
"
48.222,"0.01,0.0599931
"
48.406,"0.01,0.0599931
"
48.606,"0.00,0.0599931
"
48.788,"0.00,0.0599931
"
48.972,"0.01,0.0599931
"
49.156,"0.01,0.0599931
"
49.339,"0.01,0.0599931
"
49.523,"0.01,0.0599931
"
49.705,"0.01,0.0599931
"
49.889,"0.01,0.0599931
"
50.072,"0.01,0.0599931
"
50.256,"0.01,0.0599931
"
50.44,"0.01,0.0599931
"
50.622,"0.01,0.0599931
"
50.822,"0.01,0.0599931
"
51.005,"0.00,0.0599931
"
51.188,"0.00,0.0599931
"
51.371,"0.00,0.0599931
"
51.555,"0.01,0.0599931
"
