Test Time (s),F(kg)      millistrain
0.46,��������8?��8
3.799,"000.00,000.00000
"
3.998,"000.00,000.00000
"
4.201,"000.00,000.000"
4.415,"03
000.06,000.00078
"
4.617,"000.97,000.00183
"
4.817,"002.48,000.00240
"
5.014,"002.64,000.00242
"
5.218,"002.64,000.00242
"
5.417,"002.63,000.00242
"
5.618,"002.62,000.00242
"
5.815,"002.62,000.00243
"
6.035,"002.61,000.00245
"
6.233,"002.69,000.00307
"
6.437,"003.50,000.00395
"
6.632,"004.42,000.00479
"
6.834,"005.71,000.00567
"
7.032,"006.72,000.00672
"
7.233,"007.78,000.00762
"
7.435,"008.49,000.00796
"
7.632,"008.55,000.00793
"
7.832,"008.53,000.00792"
8.049,"
008.51,000.00791
"
8.251,"008.49,000.00791
"
8.452,"008.48,000.00790
"
8.65,"008.47,000.00818
"
8.852,"009.34,000.00916
"
9.049,"0010.29,000.01008
"
9.249,"011.18,000.01098
"
9.469,"012.13,000.02277
"
9.652,"05.81,000.05853
"
9.865,"002.49,000.05853
"
10.068,"002.43,000.05853
"
10.265,"002.39,000.05853
"
10.466,"002.36,000.05853
"
10.665,"002.34,000.05853
"
10.867,"002.31,000.05853
"
11.066,"002.29,000.05853
"
11.267,"002.42,000.05853
"
11.465,"002.66,000.05853"
11.684,"
002.66,000.05853
"
11.882,"002.57,000.05853
"
12.084,"002.49,000.05853
"
12.284,"002.44,000.05853
"
12.485,"002.32,000.05853
"
12.684,"002.26,000.05853
"
12.882,"002.22,000.05853
"
13.086,"002.19,000.05853
"
13.302,"002.17,000.05853
"
13.484,"002.18,000.05853
"
13.699,"002.37,000.05853
"
13.899,"002.29,000.05853
"
14.1,"002.11,000.05853
"
14.299,"002.01,000.05853
"
14.501,"001.95,000.05853
"
14.7,"001.90,000.05853
"
14.901,"001.85,000.05853
"
15.1,"001.81,000.05853
"
15.316,"001.80,000.05853
"
15.519,"001.79,000.05853
"
15.718,"001.77,000.05853
"
15.917,"001.77,000.05853
"
16.119,"001.90,000.05853
"
16.316,"001.99,000.05853
"
16.516,"002.00,000.05853
"
16.718,"001.98,000.05853
"
16.92,"001.96,000.05853
"
17.132,"001.92,000.05853
"
17.334,"001.87,000.05853
"
17.533,"001.84,000.05853
"
17.733,"001.82,000.05853
"
17.936,"001.81,000.05853
"
18.133,"001.80,000.05853
"
18.334,"001.79,000.05853
"
18.532,"001.82,000.05853
"
18.733,"001.91,000.05853
"
18.933,"001.95,000.0585"
19.152,"3
001.97,000.05853
"
19.349,"001.97,000.05853
"
19.55,"001.98,000.05853
"
19.75,"001.93,000.05853
"
19.952,"001.89,000.05853
"
20.15,"001.86,000.05853
"
20.349,"001.84,000.05853
"
20.553,"001.82,000.05853
"
20.749,"001.82,000.05853
"
20.966,"001.81,000.05853
"
21.167,"001.87,000.05853
"
21.369,"001.98,000.05853
"
21.567,"001.99,000.05853
"
21.767,"001.98,000.05853
"
21.967,"001.95,000.05853
"
22.167,"001.89,000.05853
"
22.367,"001.83,000.05853
"
22.566,"001.80,000.05853"
22.785,"
001.77,000.05853
"
22.983,"001.75,000.05853
"
23.184,"001.74,000.05853
"
23.385,"001.73,000.05853
"
23.584,"001.81,000.05853
"
23.784,"001.87,000.05853
"
23.984,"001.90,000.05853
"
24.185,"001.91,000.05853
"
24.384,"001.92,000.05853
"
24.584,"001.88,000.05853
"
24.785,"001.83,000.05853"
25.001,"
001.80,000.05853
"
25.201,"001.78,000.05853
"
25.4,"001.75,000.05853
"
25.6,"001.74,000.05853
"
25.802,"001.73,000.05853
"
26.002,"001.72,000.05853
"
26.202,"001.72,000.05853
"
26.402,"001.71,000.05853
"
26.616,"001.70,000.05853
"
26.817,"001.70,000.05853
"
27.02,"001.69,000.05853
"
