Test Time (s),F(kg)      millistrain
3.647,"0.00,6
-0.00,0.0000297
0.00,0.0000291
0.00,0.0000285
-0.00,0.0000283
-0.00,0.0000277
-0.00,0.0000275
0.00,0.0000258
0.00,"
3.831,"-0.0000004
0.00,"
19.35,"-0.0000009
0.27,0.0592179
"
19.533,"0.28,0.0592179
"
19.716,"0.21,0.0592179
"
19.9,"0.32,0.0592179
"
20.084,"0.36,0.0592179
"
20.267,"0.33,0.0592179
"
20.451,"0.33,0.0592179
"
20.633,"0.33,0.0592179
"
20.816,"0.33,0.0592179
"
21.0,"0.33,0.0592179
"
21.2,"0.33,0.0592179
"
21.384,"0.33,0.0592179
"
21.568,"0.33,0.0592179
"
21.75,"0.33,0.0592179
"
21.934,"0.33,0.0592179
"
22.117,"0.33,0.0592179
"
22.3,"0.33,0.0592179
"
22.484,"0.33,0.0592179
"
22.667,"0.33,0.0592179
"
22.85,"0.33,0.0592179
"
