Test Time (s),F(kg)      millistrain
21.503,"-0.00,-0.0000027
"
21.685,"-0.00,-0.0000046
"
21.869,"-0.00,-0.0000063
"
22.052,"0.00,-0.0000068
"
22.236,"-0.00,-0.0000090
"
22.419,"0.00,-0.0000096
"
22.603,"-0.00,-0.0000105
"
22.786,"-0.01,-0.0000128
"
22.97,"-0.00,-0.0000140
"
23.153,"-0.00,-0.0000155
"
23.337,"-0.00,-0.0000170
"
23.52,"-0.00,-0.0000178
"
23.703,"-0.00,-0.0000187
"
23.887,"-0.01,-0.0000202
"
24.07,"-0.00,-0.0000213
"
24.253,"-0.00,-0.0000220
"
24.436,"-0.00,-0.0000236
"
24.62,"0.00,-0.0000253
"
24.803,"0.00,-0.0000260
"
24.987,"0.00,-0.0000272
"
25.186,"-0.00,-0.0000283
"
25.369,"0.00,-0.0000294
"
25.554,"-0.00,-0.0000300
"
25.736,"-0.00,-0.0000317
"
25.92,"-0.00,-0.0000327
"
26.103,"-0.00,-0.0000334
"
26.287,"-0.00,-0.0000336
"
26.47,"-0.00,-0.0000348
"
26.653,"-0.00,-0.0000332
"
26.836,"-0.00,-0.0000340
"
27.02,"0.00,-0.0000331
"
27.205,"0.00,-0.0000328
"
27.387,"0.06,0.0008117
"
27.57,"2.83,0.0026059
"
27.753,"4.28,0.0024905
"
27.936,"4.25,0.0024008
"
28.12,"4.23,0.0023340
"
28.32,"4.21,0.0023954
"
28.503,"5.16,0.0043904
"
28.687,"9.89,0.0064013
"
28.87,"13.13,0.0060965
"
29.054,"13.17,0.0057024
"
29.237,"13.11,0.0054542
"
29.42,"13.08,0.0052657
"
29.604,"13.05,0.0053628
"
29.787,"14.43,0.0090909
"
29.971,"19.33,0.0597215
"
30.154,"21.72,0.0597215
"
30.337,"21.59,0.0597215
"
30.521,"21.51,0.0597215
"
30.704,"21.46,0.0597215
"
30.887,"21.40,0.0597215
"
31.07,"22.39,0.0597215
"
31.254,"26.08,0.0597215
"
31.438,"29.26,0.0597215
"
31.637,"29.15,0.0597215
"
31.821,"28.94,0.0597215
"
31.994,"28.79,0.0597215
"
32.177,"28.66,0.0597215
"
32.36,"29.85,0.0597215
"
32.544,"33.01,0.0597215
"
32.728,"35.26,0.0597215
"
32.927,"34.69,0.0597215
"
33.111,"34.21,0.0597215
"
33.294,"33.88,0.0597215
"
33.478,"33.64,0.0597215
"
33.661,"33.54,0.0597215
"
33.844,"35.47,0.0597215
"
34.028,"38.24,0.0597215
"
34.211,"38.35,0.0597215
"
34.395,"37.24,0.0597215
"
34.577,"36.60,0.0597215
"
34.761,"36.14,0.0597215
"
34.944,"35.81,0.0597215
"
35.128,"37.01,0.0597215
"
35.311,"39.13,0.0597215
"
35.494,"39.65,0.0597215
"
35.678,"35.83,0.0597215
"
35.862,"2.57,0.0597215
"
36.045,"0.00,0.0597215
"
36.229,"0.00,0.0597215
"
36.411,"0.00,0.0597215
"
36.594,"0.00,0.0597215
"
36.779,"0.00,0.0597215
"
36.978,"0.00,0.0597215
"
37.161,"-0.00,0.0597215
"
37.345,"-0.00,0.0597215
"
37.528,"-0.00,0.0597215
"
37.711,"-0.00,0.0597215
"
37.895,"-0.00,0.0597215
"
38.078,"-0.00,0.0597215
"
38.262,"-0.00,0.0597215
"
38.445,"-0.00,0.0597215
"
38.629,"-0.00,0.0597215
"
38.813,"-0.00,0.0597215
"
38.996,"-0.00,0.0597215
"
39.179,"-0.00,0.0597215
"
39.362,"-0.00,0.0597215
"
39.545,"-0.00,0.0597215
"
39.728,"-0.00,0.0597215
"
39.912,"-0.00,0.0597215
"
40.096,"-0.00,0.0597215
"
40.295,"-0.00,0.0597215
"
40.478,"-0.00,0.0597215
"
40.662,"-0.00,0.0597215
"
40.845,"-0.00,0.0597215
"
41.028,"-0.00,0.0597215
"
41.212,"-0.00,0.0597215
"
41.395,"-0.00,0.0597215
"
41.578,"-0.00,0.0597215
"
41.762,"-0.00,0.0597215
"
41.946,"-0.00,0.0597215
"
42.129,"0.00,0.0597215
"
42.313,"0.00,0.0597215
"
42.496,"-0.00,0.0597215
"
42.679,"-0.00,0.0597215
"
42.863,"-0.00,0.0597215
"
43.046,"-0.00,0.0597215
"
43.246,"-0.00,0.0597215
"
43.429,"-0.00,0.0597215
"
43.613,"-0.00,0.0597215
"
43.796,"0.00,0.0597215
"
43.98,"-0.00,0.0597215
"
44.162,"-0.00,0.0597215
"
44.346,"-0.00,0.0597215
"
44.529,"-0.00,0.0597215
"
44.712,"-0.00,0.0597215
"
44.896,"-0.00,0.0597215
"
45.08,"-0.00,0.0597215
"
45.264,"-0.00,0.0597215
"
45.448,"-0.00,0.0597215
"
45.632,"-0.00,0.0597215
"
45.815,"0.00,0.0597215
"
45.999,"-0.00,0.0597215
"
46.182,"-0.00,0.0597215
"
46.365,"-0.00,0.0597215
"
46.552,"-0.00,0.0597215
"
