Test Time (s),F(kg)      millistrain
3.844,"-0.00,0,-0.0000178
0.00,-0.0000186
-0.00,-0.0000185
-0.00,-0.0000184
0.00,-0.0000192
-0.00,-0.0000201
0.00,-0.0000205
-0.00,"
4.028,"-0.0000021
0.00,"
4.21,"-0.0000026
0.00,"
4.394,"-0.0000019
-0.00,"
4.577,"-0.0000020
0.00,"
4.761,"-0.0000011
0.00,"
4.948,"-0.0000015
0.00,"
5.128,"-0.0000003
0.00,"
5.311,"-0.0000002
-0.00,"
5.494,"0.0000001
0.00,"
5.677,"-0.0000000
0.00,"
5.861,"0.0000001
0.00,"
6.061,"0.0000002
0.00,"
6.245,"-0.0000007
-0.00,"
6.428,"-0.0000004
0.00,"
6.611,"-0.0000010
0.00,"
6.794,"-0.0000007
-0.00,"
6.978,"-0.0000007
-0.00,"
7.162,"-0.0000006
0.00,"
7.346,"-0.0000000
0.00,"
7.529,"-0.0000017
0.00,"
7.711,"-0.0000018
-0.00,"
7.895,"-0.0000016
0.00,"
8.078,"-0.0000022
0.00,"
8.262,"-0.0000023
0.00,"
8.444,"-0.0000020
-0.00,"
8.628,"-0.0000028
-0.00,"
8.812,"-0.0000043
-0.00,"
8.995,"-0.0000038
0.00,"
9.179,"-0.0000042
-0.00,"
9.378,"-0.0000046
0.00,"
9.562,"-0.0000049
0.00,"
9.745,"-0.0000053
0.01,"
9.929,"-0.0000056
0.00,"
10.111,"-0.0000060
-0.00,"
10.295,"-0.0000059
0.00,"
10.479,"-0.0000056
0.00,"
10.662,"-0.0000052
0.00,"
10.846,"-0.0000053
0.00,"
11.033,"-0.0000058
-0.00,"
11.213,"-0.0000049
0.00,"
11.395,"-0.0000052
0.00,"
11.579,"-0.0000048
-0.00,"
11.763,"-0.0000043
-0.00,"
11.945,"-0.0000027
-0.00,"
12.129,"-0.0000028
0.00,"
12.312,"-0.0000023
0.00,"
12.513,"-0.0000006
-0.00,"
12.696,"-0.0000007
0.00,"
12.879,"-0.0000007
0.00,"
13.064,"-0.0000004
0.00,"
13.246,"-0.0000005
0.00,"
13.429,"-0.0000012
0.00,"
13.612,"-0.0000004
0.00,"
13.796,"0.0000002
0.00,"
13.98,"0.0000010
0.00,"
14.163,"0.0000016
0.00,"
14.346,"0.0000023
0.00,"
14.53,"0.0000024
0.00,"
14.712,"0.0000024
0.00,"
14.896,"0.0000026
0.00,"
15.079,"0.0000029
0.00,"
15.262,"0.0000019
0.00,"
15.447,"0.0000033
0.06,"
15.629,"0.0000035
0.06,"
15.829,"0.0000040
0.01,"
16.013,"0.0000044
0.00,"
