Test Time (s),F(kg)      millistrain
4.106,"-0.0000027
.0000033
-0.00,0.0000035
0.00,0.0000034
0.00,0.0000033
-0.00,0.0000036
0.00,0.0000035
-0.00,0.0000036
-0.00,00034
0.00,0.0000033
-0.00,0.0000035
0.00,0.0000034
0.00,0.0000033
-0.00,0.0000036
0.00,0.0000035
-0.00,0.0000036
-0.00,-0.00,"
4.292,"-0.0000000
-0.00,"
4.474,"-0.0000001
-0.00,"
4.657,"0.0000001
-0.00,"
4.839,"0.0000000
-0.00,"
5.023,"0.0000002
-0.00,"
5.207,"0.0000004
0.00,"
5.389,"0.0000005
0.00,"
5.573,"0.0000007
-0.00,"
5.756,"0.0000010
-0.00,"
5.94,"0.0000013
-0.00,"
6.123,"0.0000016
-0.00,"
6.323,"0.0000018
-0.00,"
6.506,"0.0000024
-0.00,"
6.69,"0.0000028
-0.00,"
6.873,"0.0000030
-0.00,"
7.057,"0.0000034
-0.00,"
7.24,"0.0000034
-0.00,"
7.424,"0.0000040
0.00,"
7.606,"0.0000042
0.00,"
7.79,"0.0000040
0.00,"
7.974,"0.0000041
-0.00,"
8.157,"0.0000041
0.00,"
8.34,"0.0000040
-0.00,"
8.523,"0.0000040
0.00,"
8.707,"0.0000041
-0.00,"
8.89,"0.0000042
0.00,"
9.074,"0.0000043
0.00,"
9.257,"0.0000042
0.00,"
9.457,"0.0000043
-0.00,"
9.64,"0.0000041
-0.00,"
9.823,"0.0000042
-0.00,"
10.008,"0.0000040
0.00,"
10.19,"0.0000040
-0.00,"
10.374,"0.0000039
-0.00,"
10.557,"0.0000035
-0.00,"
10.74,"0.0000036
0.00,"
10.924,"0.0000034
-0.00,"
11.107,"0.0000030
0.00,"
11.29,"0.0000028
0.00,"
11.474,"0.0000027
0.00,"
11.656,"0.0000026
-0.00,"
11.841,"0.0000026
0.00,"
12.024,"0.0000026
0.00,"
12.208,"0.0000025
0.00,"
12.391,"0.0000027
-0.00,"
12.574,"0.0000029
-0.00,"
12.774,"0.0000025
0.00,"
12.958,"0.0000026
-0.00,"
13.141,"0.0000026
0.00,"
13.324,"0.0000023
0.00,"
13.508,"0.0000020
0.00,"
13.691,"0.0000021
-0.00,"
13.874,"0.0000018
-0.00,"
14.058,"0.0000014
-0.00,"
14.241,"0.0000011
0.00,"
14.425,"0.0000013
-0.00,"
14.608,"0.0000007
-0.00,"
14.791,"0.0000009
0.00,"
14.974,"0.0000005
0.0"
15.158,"0,0.0000006
-0.0"
15.342,"0,0.0000004
-0."
15.441,"00,0.0000005
"
15.625,"0.00,0.0000004
"
15.807,"0.05,0.0008737
"
15.992,"3.65,0.0028195
"
16.175,"4.57,0.0027931
"
16.357,"4.55,0.0028666
"
16.541,"5.81,0.0059158
"
16.725,"12.64,0.0093751
"
16.909,"15.29,0.0095520
"
17.108,"15.20,0.0095422
"
17.291,"15.16,0.0095549
"
17.475,"15.70,0.0117099
"
17.658,"21.47,0.0276678
"
17.841,"26.06,0.0588725
"
18.025,"26.25,0.0588725
"
18.208,"26.17,0.0588725
"
18.391,"26.12,0.0588725
"
18.575,"26.11,0.0588725
"
18.758,"28.25,0.0588725
"
18.941,"32.46,0.0588725
"
19.125,"35.31,0.0588725
"
19.308,"36.68,0.0588725
"
19.492,"36.52,0.0588725
"
19.675,"36.36,0.0588725
"
19.859,"36.24,0.0588725
"
20.059,"36.14,0.0588725
"
20.241,"37.50,0.0588725
"
20.425,"40.71,0.0588725
"
20.608,"43.28,0.0588725
"
20.792,"44.41,0.0588725
"
20.976,"44.10,0.0588725
"
21.158,"43.49,0.0588725
"
21.342,"43.05,0.0588725
"
21.525,"42.70,0.0588725
"
21.708,"42.40,0.0588725
"
21.892,"42.79,0.0588725
"
22.076,"45.23,0.0588725
"
22.259,"47.41,0.0588725
"
22.442,"47.69,0.0588725
"
22.626,"15.39,0.0588725
"
22.809,"0.01,0.0588725"
22.992,"
0.01,0.058872"
23.176,"5
0.00,0.058872"
23.359,"5
0.00,0.058872"
23.559,"5
0.00,0.0588725
"
23.742,"0.00,0.0588725
"
23.926,"0.00,0.0588725
"
24.109,"0.00,0.0588725
"
24.292,"0.00,0.0588725
"
24.476,"0.00,0.0588725
"
24.659,"0.00,0.0588725
"
24.842,"0.00,0.0588725
"
25.026,"0.00,0.0588725
"
25.209,"0.00,0.0588725
"
25.393,"0.00,0.0588725
"
25.576,"0.00,0.0588725
"
25.759,"0.00,0.0588725
"
25.959,"0.00,0.0588725
"
26.143,"-0.00,0.0588725
"
26.326,"0.00,0.0588725
"
26.509,"0.00,0.0588725
"
26.692,"0.00,0.0588725
"
26.876,"0.00,0.0588725
"
27.06,"0.00,0.0588725
"
27.243,"-0.00,0.0588725
"
27.426,"0.00,0.0588725
"
