Test Time (s),F(kg)      millistrain
3.836,"-0.0000394
0.00,-0.0000406
-0.00,-0.0000400
0.00,-0.0000408
0.00,-0.0000402
-0.00,0.00,-0.0000400
-0.00,-0.0000389
-0.00,-0.0000394
0.00,-0.0000406
-0.00,-0.0000400
0.00,-0.0000408
0.00,-0.0000402
-0.00,0.00,-0.0000400
-0.00,-0.0000389
-0.00,-0.0000394
0.00,-0.0000406
-0.00,-0.0000400
0.00,-0.0000408
0.00,-0.0000402
-0.00,-0.00,"
4.02,"-0.0000000
0.00,"
4.204,"0.0000004
0.00,"
4.386,"-0.0000007
-0.00,"
4.57,"-0.0000006
0.00,"
4.754,"0.0000001
-0.00,"
4.937,"0.0000009
0.00,"
5.121,"0.0000019
-0.00,"
5.305,"0.0000023
0.00,"
5.487,"0.0000036
-0.00,"
5.67,"0.0000037
0.00,"
5.854,"0.0000043
-0.00,"
6.036,"0.0000059
0.00,"
6.221,"0.0000056
0.00,"
6.421,"0.0000066
0.00,"
6.603,"0.0000086
-0.00,"
6.787,"0.0000093
0.00,"
6.971,"0.0000121
0.00,"
7.154,"0.0000124
0.00,"
7.338,"0.0000134
0.00,"
7.52,"0.0000166
-0.00,"
7.703,"0.0000168
0.00,"
7.888,"0.0000182
-0.00,"
8.07,"0.0000186
-0.00,"
8.254,"0.0000208
0.00,"
8.437,"0.0000219
0.00,"
8.621,"0.0000226
-0.00,"
8.805,"0.0000208
0.00,"
8.987,"0.0000237
0.00,"
9.171,"0.0000252
-0.00,"
9.355,"0.0000264
-0.00,"
9.537,"0.0000274
0.00,"
9.722,"0.0000286
0.0"
9.904,"0,0.0000297
-0."
10.005,"00,0.0000310
"
10.188,"0.00,0.0000319
"
10.371,"0.00,0.0000335
"
10.555,"0.00,0.0000346
"
10.738,"0.00,0.0000375
"
10.921,"-0.00,0.0000376
"
11.105,"0.00,0.0000393
"
11.288,"0.00,0.0000405
"
11.471,"0.00,0.0000426
"
11.655,"-0.00,0.0000427
"
11.855,"0.00,0.0000444
"
12.038,"-0.00,0.0000458
"
12.221,"0.00,0.0000475
"
12.405,"-0.00,0.0000486
"
12.589,"0.00,0.0000484
"
12.772,"0.00,0.0000503
"
12.955,"0.00,0.0000518
"
13.138,"-0.00,0.0000524
"
13.322,"-0.00,0.0000539
"
13.505,"0.00,0.0000546
"
13.689,"0.00,0.0000555
"
13.871,"0.01,0.0000566
"
14.055,"0.00,0.0000758
"
14.239,"0.03,0.0000912
"
14.421,"0.03,0.0000898
"
14.605,"0.03,0.0000920
"
14.789,"0.10,0.0008561
"
14.989,"3.60,0.0038456
"
15.172,"9.00,0.0048777
"
15.355,"9.91,0.0046556
"
15.539,"9.86,0.0044980
"
15.722,"9.84,0.0043774
"
15.905,"9.93,0.0050929
"
16.089,"13.49,0.0081821
"
16.272,"19.28,0.0086105
"
16.455,"19.68,0.0081101
"
16.638,"19.62,0.0078012
"
16.822,"19.58,0.0075524
"
17.006,"19.57,0.0077720
"
17.189,"21.63,0.0095803
"
17.372,"26.17,0.0112719
"
17.555,"29.37,0.0109194
"
17.739,"29.36,0.0103286
"
17.922,"29.23,0.0099211
"
18.106,"29.14,0.0096127
"
18.307,"29.07,0.0096643
"
18.489,"30.42,0.0107265
"
18.673,"33.34,0.0108904
"
18.856,"35.69,0.0299702
"
19.039,"37.34,0.0590408
"
19.223,"36.72,0.0590408
"
19.406,"36.23,0.0590408
"
19.59,"35.88,0.0590408
"
19.773,"35.60,0.0590408
"
19.957,"36.35,0.0590408
"
20.139,"39.13,0.0590408
"
20.322,"40.71,0.0590408
"
20.506,"41.03,0.0590408
"
20.689,"39.97,0.0590408
"
20.873,"39.13,0.0590408
"
21.056,"38.55,0.0590408
"
21.24,"38.10,0.0590408
"
21.439,"37.76,0.0590408
"
21.623,"38.65,0.0590408
"
21.807,"41.52,0.0590408
"
21.989,"42.75,0.0590408
"
22.173,"41.87,0.0590408
"
22.356,"40.46,0.0590408
"
22.54,"39.58,0.0590408
"
22.722,"38.94,0.0590408
"
22.907,"38.45,0.0590408
"
23.09,"38.04,0.0590408
"
23.273,"38.56,0.0590408
"
23.457,"40.78,0.0590408
"
23.639,"42.70,0.0590408
"
23.824,"42.00,0.0590408
"
24.006,"40.03,0.0590408
"
24.189,"38.81,0.0590408
"
24.376,"37.96,0.0590408
"
24.558,"37.28,0.0590408
"
24.741,"36.73,0.0590408
"
24.923,"37.20,0.0590408"
25.106,"
38.96,0.0590408"
25.291,"
8.65,0.0590408"
25.474,"
0.01,0.0590408"
25.674,"
0.01,0.0590408
"
25.857,"0.00,0.0590408
"
26.04,"0.01,0.0590408
"
26.223,"0.01,0.0590408
"
26.409,"0.00,0.0590408
"
26.59,"0.00,0.0590408
"
26.774,"0.00,0.0590408
"
26.959,"0.00,0.0590408
"
