Test Time (s),F(kg)      millistrain
27.538,"0.0616588
0.43,"
27.722,"0.0616588
0.42,"
27.905,"0.0616588
0.46,"
28.089,"0.0616588
0.61,"
28.272,"0.0616588
0.52,"
28.455,"0.0616588
0.44,"
28.656,"0.0616588
0.41,"
28.838,"0.0616588
0.46,"
29.022,"0.0616588
0.56,"
29.205,"0.0616588
0.43,"
29.389,"0.0616588
0.39,"
29.572,"0.0616588
0.38,"
29.755,"0.0616588
0.51,"
29.939,"0.0616588
0.49,"
30.123,"0.0616588
0.39,"
30.305,"0.0616588
0.37,"
30.49,"0.0616588
0.37,"
30.672,"0.0616588
0.50,"
30.857,"0.0616588
0.47,"
31.057,"0.0616588
0.36,"
31.224,"0.0616588
0.34,"
31.423,"0.0616588
0.33,"
31.606,"0.0616588
0.44,"
31.79,"0.0616588
0.44,"
31.972,"0.0616588
0.35,"
32.156,"0.0616588
0.32,"
32.34,"0.0616588
0.30,"
32.523,"0.0616588
0.37,"
32.707,"0.0616588
0.42,"
32.889,"0.0616588
0.36,"
33.074,"0.0616588
0.30,"
33.256,"0.0616588
0.28,"
33.439,"0.0616588
0.33,"
33.639,"0.0616588
0.39,"
33.823,"0.0616588
0.30,"
34.006,"0.0616588
0.26,"
34.19,"0.0616588
0.25,"
34.374,"0.0616588
0.33,"
34.556,"0.0616588
0.34,"
34.739,"0.0616588
0.26,"
34.923,"0.0616588
0.23,"
35.107,"0.0616588
0.22,"
35.29,"0.0616588
0.29,"
35.49,"0.0616588
0.32,"
35.673,"0.0616588
0.29,"
35.857,"0.0616588
0.23,"
36.039,"0.0616588
0.21,"
36.224,"0.0616588
0.20,"
36.407,"0.0616588
0.19,"
36.591,"0.0616588
0.22,"
36.773,"0.0616588
0.28,"
36.957,"0.0616588
0.28,"
37.141,"0.0616588
0.27,"
37.324,"0.0616588
0.26,"
37.507,"0.0616588
0.23,"
37.707,"0.0616588
0.21,"
37.891,"0.0616588
0.20,"
38.074,"0.0616588
0.19,"
38.257,"0.0616588
0.18,"
38.441,"0.0616588
0.18,"
38.624,"0.0616588
0.17,"
38.807,"0.0616588
0.17,"
38.991,"0.0616588
0.16,"
39.175,"0.0616588
0.16,"
39.357,"0.0616588
0.16,"
39.54,"0.0616588
0.16,"
39.723,"0.0616588
0.16,"
39.907,"0.0616588
0.15,"
40.09,"0.0616588
0.15,"
40.29,"0.0616588
0.15,"
40.474,"0.0616588
0.15,"
40.658,"0.0616588
0.15,"
40.841,"0.0616588
0.15,"
41.024,"0.0616588
0.15,"
41.207,"0.0616588
0.15,"
