Test Time (s),F(kg)      millistrain
4.238,"0.00,,0.0000043
0.01,0.0000050
0.01,0000036
-0.00,0.0000038
-0.00,0.0000037
0.01,0.0000038
0.01,0.0000033
0.01,0.0000037
0.01,0.0000043
0.01,0.0000050
0.01,0.00,"
4.422,"-0.0000002
0.00,"
4.605,"-0.0000000
0.00,"
4.788,"-0.0000003
0.00,"
4.972,"-0.0000003
-0.00,"
5.155,"0.0000004
0.00,"
5.338,"0.0000001
-0.00,"
5.522,"0.0000004
0.00,"
5.705,"0.0000007
-0.00,"
5.905,"-0.0000002
0.00,"
6.09,"-0.0000011
0.00,"
6.272,"-0.0000011
-0.00,"
6.455,"-0.0000015
0.00,"
6.639,"-0.0000017
-0.00,"
6.822,"-0.0000020
0.00,"
7.005,"-0.0000014
0.00,"
7.189,"-0.0000014
0.00,"
7.372,"-0.0000010
0.00,"
7.555,"0.0000001
0.00,"
7.74,"-0.0000005
0.00,"
7.924,"-0.0000005
0.00,"
8.106,"-0.0000010
-0."
8.206,"00,-0.0000009
"
8.389,"0.00,-0.0000012
"
8.575,"0.00,-0.0000011
"
8.756,"0.00,-0.0000011"
8.941,"
0.00,-0.0000018
"
9.139,"0.00,-0.0000021
"
9.323,"0.00,-0.0000028
"
9.507,"0.00,-0.0000034
"
9.689,"-0.00,-0.0000036
"
9.874,"0.00,-0.0000035
"
10.055,"0.00,-0.0000042
"
10.239,"0.00,-0.0000051
"
10.422,"-0.00,-0.0000059
"
10.606,"0.00,-0.0000065
"
10.791,"0.00,-0.0000076
"
10.989,"0.00,-0.0000079
"
11.156,"0.00,-0.0000080
"
11.356,"0.00,-0.0000082
"
11.539,"-0.00,-0.0000082
"
11.723,"0.00,-0.0000081
"
11.908,"0.00,-0.0000084
"
12.089,"0.00,-0.0000084
"
12.273,"0.00,-0.0000104
"
12.457,"0.00,-0.0000113
"
12.64,"0.00,-0.0000122
"
12.824,"0.00,-0.0000119
"
13.006,"-0.00,-0.0000122
"
13.19,"-0.00,-0.0000123
"
13.373,"0.00,-0.0000127
"
13.573,"0.00,-0.0000131
"
13.756,"0.00,-0.0000139
"
13.94,"0.00,-0.0000148
"
14.123,"0.00,-0.0000152
"
14.307,"0.00,-0.0000102
"
14.49,"1.79,0.0000074
"
14.673,"7.86,0.0000050
"
14.856,"8.08,0.0000040
"
15.041,"8.04,0.0000037
"
15.224,"8.28,0.0000973
"
15.406,"13.48,0.0000839
"
15.591,"17.77,0.0000466
"
15.774,"18.20,0.0000438
"
15.957,"18.37,0.0000401"
16.157,"
18.34,0.0000376
"
16.34,"18.29,0.0000361
"
16.524,"18.25,0.0000413
"
16.706,"19.86,0.0000656
"
16.891,"25.70,0.0000825
"
17.073,"27.94,0.0000810
"
17.257,"27.69,0.0000781
"
17.44,"27.51,0.0000740
"
17.623,"27.41,0.0000824
"
17.806,"27.44,0.0001768"
17.99,"
31.40,0.00013"
18.19,"31
35.28,0.0001263
"
18.373,"34.72,0.0001270
"
18.557,"34.27,0.0001248
"
18.74,"33.99,0.0001236
"
18.923,"33.76,0.0001082
"
19.107,"36.05,0.0000553
"
19.29,"39.28,0.0000545
"
19.474,"39.50,0.0000537
"
19.658,"38.24,0.0000537
"
19.858,"37.18,0.0001861
"
20.041,"35.74,0.0498852
"
20.224,"4.58,0.0596838
"
20.407,"0.01,0.0596838
"
20.591,"0.01,0.0596838
"
20.774,"0.00,0.0596838
"
20.957,"0.00,0.0596838
"
21.141,"0.00,0.0596838
"
21.325,"0.01,0.0596838
"
21.508,"0.01,0.0596838
"
21.69,"0.00,0.0596838
"
21.874,"0.00,0.0596838
"
22.058,"0.01,0.0596838
"
22.241,"0.00,0.0596838
"
22.441,"0.00,0.0596838
"
22.624,"0.00,0.0596838
"
22.808,"0.00,0.0596838
"
22.991,"0.00,0.0596838
"
23.175,"0.00,0.0596838
"
23.358,"0.00,0.0596838
"
23.541,"0.00,0.0596838
"
23.724,"0.00,0.0596838
"
