Test Time (s),F(kg)      millistrain
3.989,"-0.00,.00,0.0000617
.0000562
-0.00,0.0000571
0.00,0.0000577
-0.00,0.0000589
-0.00,0.0000597
-0.00,0.0000604
-0.00,0.0000610
-0.00,0.0000617
0.00,"
4.173,"0.0000009
0.00,"
4.357,"0.0000014
0.00,"
4.54,"0.0000017
0.00,"
4.723,"0.0000017
0.00,"
4.906,"0.0000021
0.00,"
5.106,"0.0000025
-0.00,"
5.289,"0.0000027
0.00,"
5.474,"0.0000034
0.00,"
5.656,"0.0000036
0.00,"
5.84,"0.0000064
-0.00,"
6.023,"0.0000080
0.00,"
6.206,"0.0000084
-0.00,"
6.39,"0.0000084
0.00,"
6.573,"0.0000089
0.00,"
6.757,"0.0000088
0.00,"
6.941,"0.0000094
0.00,"
7.122,"0.0000108
-0.00,"
7.306,"0.0000115
0.00,"
7.49,"0.0000116
0.00,"
7.673,"0.0000119
0.00,"
7.856,"0.0000120
0.00,"
8.04,"0.0000121
0.00,"
8.224,"0.0000124
0.00,"
8.424,"0.0000125
0.00,"
8.607,"0.0000124
0.00,"
8.79,"0.0000109
0.00,"
8.974,"0.0000128
0.00,"
9.158,"0.0000132
0.00,"
9.34,"0.0000130
0.00,"
9.518,"0.0000336
0.00,"
9.707,"0.0000552
0.00,"
9.89,"0.0000549
0.00,"
10.074,"0.0000552
-0.00,"
10.257,"0.0000553
0.00,"
10.44,"0.0000552
0.00,"
10.623,"0.0000557
0.0"
10.806,"0,0.0000561
0.0"
10.991,"1,0.0000562
0."
11.09,"00,0.0000562
"
11.274,"-0.00,0.0000564
"
11.458,"0.00,0.0000564
"
11.64,"0.00,0.0000567
"
11.824,"0.00,0.0000570
"
12.008,"0.00,0.0000574
"
12.19,"0.00,0.0000575
"
12.391,"0.00,0.0000579
"
12.557,"0.00,0.0000584
"
12.757,"0.00,0.0000588
"
12.941,"0.00,0.0000588
"
13.124,"-0.00,0.0000592
"
13.308,"0.00,0.0000592
"
13.49,"0.00,0.0000598
"
13.674,"0.00,0.0000602
"
13.857,"0.00,0.0000603
"
14.041,"0.00,0.0000600
"
14.225,"0.00,0.0000600
"
14.41,"0.00,0.0000603
"
14.591,"0.00,0.0000614
"
14.775,"0.01,0.0012896
"
14.958,"2.69,0.0039585
"
15.141,"6.67,0.0038710
"
15.324,"6.60,0.0038048
"
15.508,"6.60,0.0053955
"
15.691,"10.01,0.0091136
"
15.891,"15.59,0.0092076
"
16.075,"15.77,0.0090362
"
16.258,"15.71,0.0090445
"
16.442,"16.29,0.0117804
"
16.624,"21.51,0.0134368
"
16.808,"24.39,0.0136347
"
16.991,"25.18,0.0133490
"
17.175,"25.14,0.0130549
"
17.358,"25.06,0.0128224
"
17.542,"25.00,0.0131090
"
17.725,"26.16,0.0160632
"
17.908,"31.63,0.0171144
"
18.091,"34.69,0.0159625
"
18.274,"34.56,0.0152806
"
18.458,"34.36,0.0148545
"
18.644,"34.21,0.0146130
"
18.824,"34.36,0.0159178
"
19.009,"37.48,0.0518233
"
19.208,"41.26,0.0580961
"
19.391,"42.13,0.0580961
"
19.576,"41.32,0.0580961
"
19.758,"40.81,0.0580961
"
19.942,"40.44,0.0580961
"
20.125,"40.19,0.0580961
"
20.309,"42.25,0.0580961
"
20.491,"45.23,0.0580961
"
20.675,"45.90,0.0580961
"
20.859,"44.40,0.0580961
"
21.042,"43.46,0.0580961
"
21.225,"42.80,0.0580961
"
21.41,"42.30,0.0580961
"
21.593,"42.89,0.0580961
"
21.792,"45.43,0.0580961
"
21.976,"44.64,0.0580961
"
22.159,"1.78,0.0580961
"
22.342,"0.01,0.0580961
"
22.526,"0.01,0.0580961
"
22.71,"0.01,0.0580961
"
22.892,"0.00,0.0580961
"
23.075,"0.00,0.0580961
"
23.26,"0.01,0.0580961
"
23.443,"0.01,0.0580961
"
23.627,"0.00,0.0580961
"
23.809,"0.00,0.0580961
"
23.993,"0.00,0.0580961
"
24.176,"0.00,0.0580961
"
24.358,"0.00,0.0580961
"
24.542,"0.00,0.0580961
"
24.726,"0.00,0.0580961
"
24.926,"0.00,0.0580961
"
25.11,"0.01,0.0580961
"
25.294,"0.00,0.0580961
"
25.476,"0.00,0.0580961
"
25.66,"0.00,0.0580961
"
25.842,"0.00,0.0580961
"
26.026,"0.00,0.0580961
"
