Test Time (s),F(kg)      millistrain
3.77,"0.0001382
,0.0001229
-0.00,0.0001219
0.00,0.0001231
0.00,0.0001219
0.00,0.0001231
0.00,001257
-0.00,0.0001241
0.00,0.0001231
-0.00,0.0001229
-0.00,0.0001219
0.00,0.0001231
0.00,0.0001219
0.00,0.0001231
0.00,0.00,"
3.954,"-0.0000004
0.00,"
4.137,"-0.0000019
0.00,"
4.32,"-0.0000007
-0.00,"
4.504,"-0.0000017
0.00,"
4.687,"-0.0000028
0.00,"
4.87,"-0.0000031
-0.00,"
5.054,"-0.0000026
0.00,"
5.237,"-0.0000034
-0.00,"
5.437,"-0.0000039
-0.00,"
5.621,"-0.0000036
-0.00,"
5.804,"-0.0000040
0.00,"
5.987,"-0.0000054
-0.00,"
6.171,"-0.0000066
-0.00,"
6.354,"-0.0000083
0.00,"
6.537,"-0.0000114
-0.00,"
6.72,"-0.0000111
-0.00,"
6.903,"-0.0000101
0.00,"
7.087,"-0.0000108
0.00,"
7.271,"-0.0000102
-0.00,"
7.454,"-0.0000126
-0.00,"
7.637,"-0.0000131
-0.00,"
7.82,"-0.0000133
0.00,"
8.005,"-0.0000139
-0.00,"
8.187,"-0.0000139
-0.00,"
8.37,"-0.0000157
0.00,"
8.571,"-0.0000162
-0.00,"
8.754,"-0.0000175
0.00,"
8.921,"-0.0000168
0."
9.021,"00,-0.0000172
"
9.204,"0.00,-0.0000178
"
9.387,"-0.00,-0.0000175
"
9.571,"0.00,-0.0000174
"
9.754,"-0.00,-0.0000179
"
9.938,"-0.00,-0.0000170
"
10.122,"0.00,-0.0000161
"
10.304,"0.00,-0.0000149
"
10.504,"0.00,-0.0000165
"
10.688,"-0.00,-0.0000155
"
10.871,"0.00,-0.0000152
"
11.054,"0.00,-0.0000139
"
11.238,"0.00,-0.0000143
"
11.421,"0.00,-0.0000135
"
11.604,"-0.00,-0.0000127
"
11.788,"0.00,-0.0000148
"
11.971,"0.00,-0.0000153
"
12.154,"0.00,-0.0000150
"
12.338,"0.00,-0.0000153
"
12.522,"0.00,-0.0000166
"
12.704,"0.01,-0.0000167
"
12.888,"0.00,-0.0000183
"
13.071,"-0.00,-0.0000192
"
13.254,"-0.00,-0.0000187
"
13.438,"0.00,-0.0000184
"
13.622,"-0.00,-0.0000182
"
13.805,"0.00,-0.0000187
"
14.004,"0.01,-0.0000174
"
14.188,"0.17,-0.0000192
"
14.372,"0.15,-0.0000201
"
14.555,"0.15,-0.0000204
"
14.738,"0.29,0.0000053
"
14.922,"4.10,0.0000182
"
15.105,"10.06,-0.0000087
"
15.289,"10.83,-0.0000166
"
15.471,"10.79,-0.0000209
"
15.655,"10.76,-0.0000224
"
15.84,"11.08,0.0000038
"
16.022,"15.67,0.0000078
"
16.205,"20.64,-0.0000188
"
16.39,"21.59,-0.0000309
"
16.572,"21.52,-0.0000342
"
16.756,"21.47,-0.0000359
"
16.938,"21.58,-0.0000143
"
17.122,"25.46,-0.0000019"
17.306,"
31.19,-0.0000305"
17.488,"
31.74,-0.0000386"
17.673,"
31.64,-0.0000415"
17.872,"
31.57,-0.0000422
"
18.055,"31.56,-0.0000273
"
18.239,"34.13,0.0000039
"
18.422,"39.68,0.0000045
"
18.606,"40.85,-0.0000080
"
18.789,"40.40,-0.0000109
"
18.972,"40.10,-0.0000104
"
19.156,"39.88,-0.0000031
"
19.342,"41.21,0.0000368
"
19.522,"45.42,0.0000908
"
19.706,"46.49,0.0000749
"
19.889,"45.03,0.0000610
"
20.072,"44.10,0.0000533
"
20.256,"43.42,0.0000488
"
20.439,"42.96,0.0000565
"
20.623,"44.72,0.0000934
"
20.809,"46.87,0.0067171
"
20.989,"29.88,0.0597160
"
21.173,"0.01,0.0597160
"
21.373,"0.00,0.0597160
"
21.557,"0.00,0.0597160
"
21.742,"0.00,0.0597160
"
21.923,"-0.00,0.0597160
"
22.106,"0.00,0.0597160
"
22.289,"0.00,0.0597160
"
22.474,"0.00,0.0597160
"
22.656,"0.00,0.0597160
"
22.839,"-0.00,0.0597160
"
23.024,"0.00,0.0597160
"
23.206,"0.00,0.0597160
"
23.391,"-0.00,0.0597160
"
23.573,"-0.00,0.0597160
"
23.757,"0.00,0.0597160
"
23.94,"-0.00,0.0597160
"
24.123,"-0.00,0.0597160
"
24.307,"0.00,0.0597160
"
24.506,"0.00,0.0597160
"
24.689,"0.00,0.0597160
"
24.873,"0.00,0.0597160
"
25.057,"0.00,0.0597160
"
25.24,"0.00,0.0597160
"
25.423,"0.00,0.0597160
"
25.607,"0.00,0.0597160
"
25.79,"0.00,0.0597160
"
