Test Time (s),F(kg)      millistrain
3.74,"-0.01,.00,0.0000401
-0.00,0.0000410
-0.00,0.0000416
-0.00,0.0000419
-0.00,0.0000424
-0.00,6
-0.00,0.0000386
-0.00,0.0000396
-0.00,0.0000401
-0.00,0.0000410
-0.00,0.0000416
-0.00,0.0000419
-0.00,0.0000424
-0.00,0.00,"
3.924,"0.0000049
0.00,"
4.106,"0.0000066
0.00,"
4.29,"0.0000079
0.00,"
4.473,"0.0000089
0.00,"
4.657,"0.0000103
-0.00,"
4.839,"0.0000119
0.00,"
5.023,"0.0000129
-0.00,"
5.223,"0.0000140
-0.00,"
5.407,"0.0000153
0.00,"
5.59,"0.0000169
0.00,"
5.774,"0.0000185
0.00,"
5.957,"0.0000200
-0.00,"
6.14,"0.0000407
0.00,"
6.323,"0.0000425
-0.00,"
6.507,"0.0000428
-0.00,"
6.691,"0.0000435
-0.00,"
6.876,"0.0000445
-0.00,"
7.057,"0.0000453
-0.00,"
7.241,"0.0000468
-0.00,"
7.424,"0.0000483
-0.00,"
7.607,"0.0000483
-0.01,"
7.79,"0.0000474
-0.01,"
7.974,"0.0000474
-0.01,"
8.158,"0.0000470
-0.00,"
8.34,"0.0000470
-0."
8.44,"01,0.0000475
"
8.625,"-0.01,0.0000734
"
8.808,"-0.01,0.0000748
"
8.993,"-0.01,0.0000747
"
9.173,"-0.01,0.0000746
"
9.359,"-0.00,0.0000745
"
9.541,"-0.01,0.0000749
"
9.726,"-0.01,0.0000749
"
9.907,"-0.01,0.0000750
"
10.091,"-0.00,0.0000750
"
10.274,"-0.00,0.0000751
"
10.458,"-0.00,0.0000757
"
10.643,"0.00,0.0000765
"
10.841,"-0.00,0.0000771
"
11.025,"-0.00,0.0000804
"
11.208,"-0.01,0.0000841
"
11.392,"-0.00,0.0000847
"
11.575,"-0.00,0.0000852
"
11.759,"-0.00,0.0000858
"
11.942,"-0.00,0.0000860
"
12.124,"0.00,0.0000860
"
12.308,"0.00,0.0000862
"
12.492,"0.00,0.0000869
"
12.674,"0.00,0.0000874
"
12.858,"0.00,0.0000881
"
13.043,"0.00,0.0000882
"
13.225,"0.00,0.0000882
"
13.408,"-0.00,0.0000880
"
13.59,"0.00,0.0000933
"
13.774,"0.04,0.0011449
"
13.958,"2.18,0.0027128
"
14.141,"4.17,0.0027839
"
14.324,"4.19,0.0027461
"
14.525,"4.17,0.0027191
"
14.707,"4.15,0.0026948
"
14.892,"4.16,0.0034838
"
15.075,"6.10,0.0069822
"
15.258,"11.50,0.0101769
"
15.442,"15.38,0.0106509
"
15.625,"15.66,0.0105393
"
15.808,"15.60,0.0104547
"
15.992,"15.57,0.0103735
"
16.175,"15.56,0.0110638
"
16.358,"17.28,0.0145475
"
16.542,"22.10,0.0174649
"
16.725,"25.56,0.0186115
"
16.908,"26.60,0.0184715
"
17.092,"26.47,0.0183434
"
17.276,"26.40,0.0182256
"
17.459,"26.33,0.0181432
"
17.642,"26.37,0.0197703
"
17.826,"29.31,0.0236297
"
18.009,"33.65,0.0254990
"
18.192,"35.64,0.0249164
"
18.393,"35.41,0.0242867
"
18.575,"35.04,0.0238810
"
18.759,"34.80,0.0235694
"
18.942,"34.61,0.0233334
"
19.126,"34.57,0.0247180
"
19.309,"37.01,0.0579923
"
19.492,"40.48,0.0586593
"
19.676,"41.71,0.0586593
"
19.858,"9.80,0.0586593
"
20.042,"0.01,0.0586593
"
20.225,"0.01,0.0586593
"
20.409,"0.01,0.0586593
"
20.592,"0.01,0.0586593
"
20.776,"0.01,0.0586593
"
20.959,"0.01,0.0586593
"
21.142,"0.01,0.0586593
"
21.326,"0.01,0.0586593
"
21.509,"0.01,0.0586593
"
21.709,"0.01,0.0586593
"
21.875,"0.01,0.0586593"
22.059,"
0.01,0.0586593"
22.242,"
0.01,0.0586593"
22.426,"
0.01,0.0586593
"
22.627,"0.01,0.0586593
"
22.809,"0.01,0.0586593
"
22.992,"0.01,0.0586593
"
23.176,"0.01,0.0586593
"
23.359,"0.01,0.0586593
"
23.543,"0.01,0.0586593
"
