Test Time (s),F(kg)      millistrain
3.671,"0.00,-0.0000538
0.00,-0.0000525
0.00,-0.0000532
0.00,-0.0000527
0000547
0.00,-0.0000545
0.00,-0.0000540
0.00,-0.0000540
0.00,-0.0000538
0.00,-0.0000525
0.00,-0.0000532
0.00,-0.0000527
-0.00,"
3.855,"-0.0000006
0.00,"
4.037,"-0.0000007
-0.00,"
4.221,"-0.0000001
-0.00,"
4.404,"0.0000004
-0.00,"
4.588,"0.0000009
-0.00,"
4.771,"0.0000009
0.01,"
4.955,"0.0000184
1.42,"
5.138,"0.0000691
2.25,"
5.322,"0.0000575
2.21,"
5.504,"0.0000529
2.21,"
5.704,"0.0000506
2.56,"
5.888,"0.0001227
6.31,"
6.07,"0.0002133
9.92,"
6.254,"0.0002216
11.06,"
6.438,"0.0001861
11.01,"
6.62,"0.0001668
10.99,"
6.804,"0.0001546
10.97,"
6.987,"0.0001534
12.10,"
7.173,"0.0002689
17.10,"
7.356,"0.0003594
20.15,"
7.538,"0.0003066
20.22,"
7.721,"0.0002606
20.17,"
7.904,"0.0002382
20.13,"
8.088,"0.0002237
20.11,"
8.271,"0.0002129
20.09,"
8.454,"0.0002035
20.34,"
8.639,"0.0002595
23.26,"
8.839,"0.0003521
26.55,"
9.022,"0.0003273
28.75,"
9.205,"0.0002605
28.82,"
9.388,"0.0002287
28.70,"
9.571,"0.0002059
28.62,"
9.755,"0.0001887
28.55,"
9.938,"0.0001782
28.84,"
10.122,"0.0002301
31.83,"
10.305,"0.0003153
35.08,"
10.488,"0.0003305
36.18,"
10.673,"0.0002742
35.68,"
10.855,"0.0002470
35.33,"
11.038,"0.0002305
35.08,"
11.222,"0.0002189
34.89,"
11.405,"0.0002092
34.83,"
11.589,"0.0002360
37.43,"
11.772,"0.0003003
40.21,"
11.972,"0.0003073
40.92,"
12.155,"0.0002731
39.90,"
12.339,"0.0002446
39.20,"
12.522,"0.0002268
38.72,"
12.705,"0.0002143
38.35,"
12.89,"0.0002033
38.05,"
13.072,"0.0001986
38.87,"
13.255,"0.0002679
42.18,"
13.438,"0.0004392
43.68,"
13.622,"0.0003809
42.38,"
13.806,"0.0003385
41.26,"
13.99,"0.0003185
40.54,"
14.172,"0.0003020
40.00,"
14.356,"0.0002895
39.57,"
14.539,"0.0002849
39.71,"
14.723,"0.0003122
42.11,"
14.906,"0.0003123
44.13,"
15.089,"0.0003240
43.62,"
15.289,"0.0002967
41.83,"
15.473,"0.0002803
40.72,"
15.656,"0.0002683
39.91,"
15.839,"0.0002583
39.26,"
16.022,"0.0002506
38.87,"
16.205,"0.0002674
40.81,"
16.389,"0.0180850
7.59,"
16.574,"0.0609558
0.01,"
16.756,"0.0609558
0.01,"
16.939,"0.0609558
0.01,"
17.123,"0.0609558
0.00,"
17.305,"0.0609558
0.01,"
17.49,"0.0609558
0.01,"
17.673,"0.0609558
0.00,"
17.856,"0.0609558
0.00,"
18.039,"0.0609558
0.00,"
18.223,"0.0609558
0.00,"
18.406,"0.0609558
0.00,"
18.59,"0.0609558
0.00,"
18.772,"0.0609558
0.00,"
18.956,"0.0609558
0.01,"
19.14,"0.0609558
0.00,"
19.34,"0.0609558
-0.00,"
19.523,"0.0609558
0.00,"
19.706,"0.0609558
0.00,"
19.889,"0.0609558
-0.00,"
20.074,"0.0609558
0.00,"
