Test Time (s),F(kg)      millistrain
14.732,"0.0000383
-0.05,"
14.916,"0.0000378
-0.05,"
15.1,"0.0000379
-0.05,"
15.283,"0.0000382
-0.05,"
15.465,"0.0000388
-0.06,"
15.65,"0.0000389
-0.06,"
15.849,"0.0000396
-0.05,"
16.016,"0.0000392
-0.05,"
16.216,"0.0000394
-0.06,"
16.399,"0.0000396
-0.06,"
16.582,"0.0000400
-0.06,"
16.766,"0.0000404
-0.06,"
16.949,"0.0000407
-0.06,"
17.133,"0.0000411
-0.06,"
17.317,"0.0000420
-0.06,"
17.499,"0.0000427
-0.07,"
17.683,"0.0000432
-0.07,"
17.866,"0.0000442
-0.07,"
18.05,"0.0000452
-0.07,"
18.233,"0.0000458
-0.07,"
18.417,"0.0000472
-0.07,"
18.616,"0.0000485
-0.07,"
18.8,"0.0000494
-0.07,"
18.982,"0.0000502
-0.07,"
19.166,"0.0000513
-0.07,"
19.35,"0.0000526
-0.07,"
19.533,"0.0000535
-0.08,"
19.716,"0.0000545
-0.07,"
19.899,"0.0000554
-0.07,"
20.083,"0.0000563
-0.07,"
20.266,"0.0000573
-0.07,"
20.45,"0.0000579
-0.08,"
20.634,"0.0000589
-0.07,"
20.817,"0.0000601
-0.07,"
21.017,"0.0000613
-0.07,"
21.201,"0.0000622
-0.07,"
21.383,"0.0000602
-0.08,"
21.566,"0.0000626
-0.08,"
21.75,"0.0000675
-0.08,"
21.933,"0.0001162
-0.07,"
22.117,"0.0001215
-0.08,"
22.3,"0.0001239
-0.08,"
22.484,"0.0001259
-0.08,"
22.666,"0.0001279
-0.08,"
22.851,"0.0001302
-0.0"
23.05,"8,0.0001328
-0.08,"
23.233,"0.0001354
-0.07,"
23.417,"0.0001378
-0.08,"
23.6,"0.0001393
-0.07,"
23.784,"0.0001406
-0.07,"
23.967,"0.0001420
-0.08,"
24.15,"0.0001441
-0.07,"
24.334,"0.0001457
-0.07,"
24.517,"0.0001461
-0.07,"
24.701,"0.0001471
-0.08,"
24.884,"0.0001483
-0.07,"
25.083,"0.0001490
-0.07,"
25.268,"0.0001503
-0.07,"
25.451,"0.0001516
-0.07,"
25.634,"0.0001580
0.00,"
25.818,"0.0014146
1.81,"
26.001,"0.0020140
1.96,"
26.184,"0.0020122
1.95,"
26.367,"0.0020217
2.04,"
26.551,"0.0034231
4.56,"
26.735,"0.0069343
8.07,"
26.918,"0.0083978
8.64,"
27.1,"0.0084040
8.59,"
27.284,"0.0084114
8.57,"
27.484,"0.0084410
8.75,"
27.668,"0.0127145
11.75,"
27.851,"0.0583582
14.61,"
28.034,"0.0583582
14.65,"
28.217,"0.0583582
14.49,"
28.4,"0.0583582
14.39,"
28.585,"0.0583582
14.34,"
28.768,"0.0583582
16.03,"
28.951,"0.0583582
18.84,"
29.135,"0.0583582
18.49,"
29.317,"0.0583582
17.91,"
29.501,"0.0583582
17.58,"
29.702,"0.0583582
17.44,"
29.868,"0.0583582
19.79,"
30.069,"0.0583582
19.97,"
30.251,"0.0583582
18.24,"
30.435,"0.0583582
17.48,"
30.618,"0.0583582
17.02,"
30.801,"0.0583582
16.96,"
30.985,"0.0583582
16.84,"
31.168,"0.0583582
0.12,"
31.352,"0.0583582
-0.07,"
31.535,"0.0583582
-0.08,"
31.719,"0.0583582
-0.07,"
31.902,"0.0583582
-0.08,"
32.102,"0.0583582
-0.08,"
32.285,"0.0583582
-0.08,"
32.468,"0.0583582
-0.08,"
32.652,"0.0583582
-0.08,"
32.835,"0.0583582
-0.08,"
33.019,"0.0583582
-0.08,"
33.203,"0.0583582
-0.08,"
33.386,"0.0583582
-0.07,"
33.569,"0.0583582
-0.07,"
33.752,"0.0583582
-0.08,"
33.935,"0.0583582
-0.07,"
34.135,"0.0583582
-0.08,"
34.319,"0.0583582
-0.08,"
