Test Time (s),F(kg)      millistrain
3.906,"0.0053542
4399
-0.00,0.0044398
-0.00,0.0044169
0.00,0.0044061
-0.00,0.00437100,0.0044192
-0.00,0.0044112
-0.00,0.0044119
0.00,0.0044399
-0.00,0.0044398
-0.00,0.0044169
0.00,0.0044061
-0.00,0.0043718
0.00,"
4.09,"0.0000919
0.00,"
4.273,"0.0001108
-0.00,"
4.456,"0.0001134
0.00,"
4.64,"0.0001434
-0.00,"
4.824,"0.0001761
0.00,"
5.006,"0.0002191
-0.00,"
5.19,"0.0002494
-0.00,"
5.373,"0.0003333
0.00,"
5.556,"0.0004012
-0.00,"
5.74,"0.0004872
0.00,"
5.923,"0.0005501
0.00,"
6.107,"0.0005709
0.00,"
6.308,"0.0006281
0.00,"
6.49,"0.0006538
-0.00,"
6.674,"0.0006464
0.00,"
6.857,"0.0007116
0.00,"
7.041,"0.0008245
-0.00,"
7.224,"0.0008921
-0.00,"
7.407,"0.0009398
0.00,"
7.59,"0.0009873
0.00,"
7.773,"0.0010160
-0.00,"
7.958,"0.0010174
-0.00,"
8.14,"0.0010623
0.00,"
8.324,"0.0011568
0.00,"
8.507,"0.0011869
-0.00,"
8.69,"0.0011904
-0.00,"
8.874,"0.0012182
-0.00,"
9.057,"0.0012825
-0.00,"
9.241,"0.0013261
-0.00,"
9.425,"0.0013790
0.00,"
9.624,"0.0013925
0.00,"
9.807,"0.0014085
-0.00,"
9.991,"0.0014455
0.00,"
10.159,"0.0015171
-0."
10.258,"00,0.0015435
"
10.44,"0.00,0.0015553
"
10.624,"0.00,0.0015636
"
10.807,"0.00,0.0016204
"
10.991,"0.00,0.0016443
"
11.175,"-0.00,0.0017136
"
11.357,"0.00,0.0017663
"
11.558,"-0.00,0.0018038
"
11.741,"-0.00,0.0018021
"
11.924,"0.00,0.0018223
"
12.108,"-0.00,0.0018521
"
12.291,"-0.00,0.0018862
"
12.474,"0.00,0.0019692
"
12.658,"0.00,0.0019972
"
12.842,"0.00,0.0020332
"
13.024,"-0.00,0.0020752
"
13.208,"-0.00,0.0021422
"
13.391,"-0.00,0.0022210
"
13.574,"-0.00,0.0022756
"
13.758,"0.00,0.0023450
"
13.941,"-0.00,0.0024244
"
14.125,"-0.00,0.0025632
"
14.308,"-0.00,0.0026731
"
14.491,"-0.00,0.0027844
"
14.674,"0.00,0.0028931
"
14.858,"-0.00,0.002934"
15.041,"8
0.00,0.0029547"
15.225,"
-0.00,0.0030221"
15.408,"
0.00,0.0031936"
15.608,"
-0.00,0.0032626
"
15.792,"0.00,0.0032831
"
15.976,"0.00,0.0033680
"
16.158,"0.00,0.0034699
"
16.342,"0.00,0.0035345
"
16.526,"0.00,0.0035858
"
16.708,"0.00,0.0036792
"
16.892,"0.00,0.0037400
"
17.075,"0.00,0.0038053
"
17.258,"-0.00,0.0038907
"
17.442,"0.00,0.0039755
"
17.625,"-0.00,0.0040478
"
17.809,"-0.00,0.0040948
"
17.992,"0.00,0.0041648
"
18.175,"-0.00,0.0042457
"
18.358,"0.00,0.0043348
"
18.542,"0.00,0.0043983
"
18.726,"0.00,0.0044896
"
