Test Time (s),F(kg)      millistrain
18.925,"0.00,0.0046260
"
19.108,"0.00,0.0046857
"
19.292,"-0.00,0.0047146
"
19.476,"-0.00,0.0047761
"
19.658,"-0.00,0.0048445
"
19.842,"0.00,0.0049139
"
20.026,"0.00,0.0050070
"
20.209,"-0.00,0.0052523
"
20.393,"0.00,0.0054849
"
20.575,"-0.00,0.0056346
"
20.759,"0.00,0.0056650
"
20.943,"0.00,0.0056753
"
21.126,"-0.00,0.0056999
"
21.309,"0.00,0.0057480
"
21.492,"0.00,0.0057706
"
21.677,"-0.00,0.0058145
"
21.859,"-0.00,0.0059189
"
22.059,"0.00,0.0060421
"
22.243,"0.00,0.0060745
"
22.425,"0.00,0.0061495
"
22.609,"0.00,0.0063299
"
22.792,"0.00,0.0066028
"
22.976,"0.00,0.0069995
"
23.159,"0.00,0.0071803
"
23.343,"0.00,0.0072729
"
23.527,"-0.00,0.0075814
"
23.712,"-0.00,0.0076366
"
23.893,"0.00,0.0077489
"
24.077,"-0.00,0.0079478
"
24.26,"-0.00,0.0079453
"
24.443,"0.00,0.0080225
"
24.627,"0.00,0.0080846
"
24.81,"0.00,0.0081977
"
24.995,"0.00,0.0083218
"
25.177,"-0.00,0.0083650
"
25.361,"-0.01,0.0082103
"
25.544,"-0.00,0.0080594
"
25.728,"-0.00,0.0084133
"
25.912,"0.00,0.0085778
"
26.11,"-0.00,0.0086161
"
26.294,"-0.00,0.0086744
"
26.463,"-0.00,0.0086613
"
26.661,"0.00,0.0086696
"
26.844,"-0.00,0.0087725
"
27.026,"-0.00,0.0088811
"
27.21,"-0.00,0.0089893
"
27.394,"0.00,0.0089885
"
27.577,"-0.00,0.0089620
"
27.761,"-0.00,0.0090361
"
27.944,"-0.00,0.0089533
"
28.127,"0.00,0.0089265
"
28.311,"-0.00,0.0089053
"
28.494,"0.00,0.0088954
"
28.676,"-0.00,0.0088923
"
28.861,"0.00,0.0088861
"
29.045,"-0.00,0.0089486
"
29.227,"0.00,0.0089226
"
29.428,"0.00,0.0089590
"
29.61,"0.00,0.0089555
"
29.794,"-0.00,0.0088828
"
29.977,"0.00,0.0089118
"
30.161,"0.00,0.0088675
"
30.345,"-0.00,0.0088445
"
30.528,"-0.00,0.0087991
"
30.712,"-0.00,0.0086967
"
30.895,"-0.00,0.0087883
"
31.077,"0.00,0.0085689
"
31.261,"-0.00,0.0074439
"
31.445,"0.00,0.0069431
"
31.628,"0.00,0.0065450
"
31.811,"-0.00,0.0063694
"
31.995,"0.00,0.0062432
"
32.178,"-0.00,0.0060808
"
32.36,"0.01,0.0065631
"
32.545,"1.04,0.0065812
"
32.729,"1.05,0.0063709
"
32.911,"1.04,0.0064902
"
33.095,"2.57,0.0094588
"
33.278,"8.82,0.0101935
"
33.477,"10.06,0.0099020
"
33.661,"10.01,0.0096811
"
33.845,"9.99,0.0095294
"
34.028,"9.98,0.0093506
"
34.212,"10.00,0.0103689
"
34.395,"12.83,0.0131700
"
34.579,"18.02,0.0141190
"
34.762,"19.94,0.0126332
"
34.945,"19.90,0.0121565
"
35.128,"19.85,0.0117839
"
35.312,"19.82,0.0120819
"
35.494,"21.51,0.0237501
"
35.678,"27.69,0.0443346
"
35.862,"29.86,0.0443346
"
36.045,"29.66,0.0443346
"
36.228,"29.55,0.0443346
"
36.412,"29.46,0.0443346
"
36.596,"29.51,0.0443346
"
36.794,"32.01,0.0443346
"
36.98,"35.50,0.0443346
"
37.162,"37.22,0.0443346
"
37.346,"37.29,0.0443346
"
37.529,"36.67,0.0443346
"
37.712,"36.27,0.0443346
"
37.896,"35.95,0.0443346
"
38.078,"35.89,0.0443346
"
38.262,"38.47,0.0443346
"
38.446,"41.38,0.0443346
"
38.628,"41.16,0.0443346
"
38.812,"39.76,0.0443346
"
38.995,"38.89,0.0443346
"
39.179,"38.28,0.0443346
"
39.362,"37.80,0.0443346
"
39.546,"37.79,0.0443346
"
39.729,"40.14,0.0443346
"
39.912,"42.69,0.0443346
"
40.096,"41.75,0.0443346
"
40.279,"39.70,0.0443346
"
40.48,"38.37,0.0443346
"
40.662,"37.34,0.0443346
"
40.845,"36.42,0.0443346
"
41.029,"36.22,0.0443346
"
41.214,"19.11,0.0443346
"
41.396,"0.01,0.0443346
"
41.579,"0.01,0.0443346
"
41.763,"0.01,0.0443346
"
41.947,"0.01,0.0443346
"
42.129,"0.01,0.0443346
"
42.314,"0.01,0.0443346
"
42.497,"0.00,0.0443346
"
42.679,"0.01,0.0443346
"
42.863,"0.01,0.0443346
"
43.046,"0.00,0.0443346
"
43.229,"0.00,0.0443346
"
43.413,"0.01,0.0443346
"
43.597,"0.01,0.0443346
"
43.779,"0.00,0.0443346
"
43.98,"0.00,0.0443346
"
44.164,"0.00,0.0443346
"
44.346,"0.00,0.0443346
"
44.53,"0.01,0.0443346
"
44.713,"0.01,0.0443346
"
44.896,"0.01,0.0443346
"
45.079,"0.00,0.0443346
"
45.264,"0.01,0.0443346
"
45.447,"0.00,0.0443346
"
45.63,"0.00,0.0443346
"
45.814,"0.00,0.0443346
"
45.997,"-0.00,0.0443346
"
46.18,"0.00,0.0443346
"
46.364,"0.00,0.0443346
"
46.547,"0.00,0.0443346
"
46.73,"0.00,0.0443346
"
46.913,"0.00,0.0443346
"
47.113,"0.00,0.0443346
"
47.297,"0.00,0.0443346
"
47.48,"0.00,0.0443346
"
47.664,"0.00,0.0443346
"
47.847,"0.00,0.0443346
"
48.029,"0.00,0.0443346
"
48.213,"-0.00,0.0443346
"
48.397,"0.00,0.0443346
"
48.58,"0.00,0.0443346
"
48.764,"-0.00,0.0443346
"
48.947,"0.00,0.0443346
"
49.13,"0.00,0.0443346
"
49.313,"0.00,0.0443346
"
49.497,"0.00,0.0443346
"
49.68,"0.00,0.0443346
"
49.864,"0.00,0.0443346
"
50.047,"0.00,0.0443346
"
50.231,"0.00,0.0443346
"
50.415,"0.00,0.0443346
"
50.598,"0.00,0.0443346
"
50.781,"0.00,0.0443346
"
50.965,"0.00,0.0443346
"
51.148,"0.00,0.0443346
"
51.348,"0.00,0.0443346
"
51.531,"0.00,0.0443346
"
51.715,"0.00,0.0443346
"
51.898,"0.00,0.0443346
"
52.081,"0.00,0.0443346
"
52.264,"0.00,0.0443346
"
52.448,"0.00,0.0443346
"
52.631,"0.00,0.0443346
"
52.814,"0.00,0.0443346
"
52.998,"0.00,0.0443346
"
53.181,"0.00,0.0443346
"
53.364,"-0.00,0.0443346
"
53.547,"-0.00,0.0443346
"
53.731,"0.00,0.0443346
"
53.915,"0.00,0.0443346
"
54.097,"0.00,0.0443346
"
54.282,"0.00,0.0443346
"
54.481,"0.00,0.0443346
"
54.665,"0.00,0.0443346
"
54.848,"0.00,0.0443346
"
55.031,"0.00,0.0443346
"
55.215,"-0.00,0.0443346
"
55.399,"0.00,0.0443346
"
55.581,"0.00,0.0443346
"
55.765,"0.00,0.0443346
"
55.948,"0.00,0.0443346
"
56.131,"0.00,0.0443346
"
56.314,"0.00,0.0443346
"
56.499,"0.00,0.0443346
"
56.681,"0.00,0.0443346
"
56.865,"0.00,0.0443346
"
57.049,"0.00,0.0443346
"
57.235,"-0.00,0.0443346
"
57.419,"0.00,0.0443346
"
57.603,"0.00,0.0443346
"
57.785,"-0.00,0.0443346
"
57.969,"0.00,0.0443346
"
58.152,"-0.00,0.0443346
"
58.335,"0.00,0.0443346
"
58.519,"0.00,0.0443346
"
58.703,"0.00,0.0443346
"
58.885,"0.00,0.0443346
"
59.085,"-0.00,0.0443346
"
59.269,"-0.00,0.0443346
"
59.453,"0.00,0.0443346
"
59.635,"-0.00,0.0443346
"
59.819,"0.00,0.0443346
"
60.003,"-0.00,0.0443346
"
60.186,"0.00,0.0443346
"
60.369,"0.00,0.0443346
"
60.553,"-0.00,0.0443346
"
60.736,"-0.00,0.0443346
"
60.919,"-0.00,0.0443346
"
61.102,"-0.00,0.0443346
"
61.286,"-0.00,0.0443346
"
61.47,"0.00,0.0443346
"
61.654,"-0.00,0.0443346
"
61.836,"-0.00,0.0443346
"
62.022,"0.00,0.0443346
"
62.203,"0.00,0.0443346
"
62.403,"0.00,0.0443346
"
62.587,"-0.00,0.0443346
"
62.769,"-0.00,0.0443346
"
62.953,"0.00,0.0443346
"
63.136,"0.00,0.0443346
"
63.32,"-0.00,0.0443346
"
63.504,"0.00,0.0443346
"
63.687,"0.00,0.0443346
"
63.87,"0.00,0.0443346
"
64.053,"0.00,0.0443346
"
64.237,"0.00,0.0443346
"
64.42,"0.00,0.0443346
"
64.603,"0.00,0.0443346
"
64.786,"-0.00,0.0443346
"
64.969,"0.00,0.0443346
"
65.154,"0.00,0.0443346
"
65.337,"-0.00,0.0443346
"
65.537,"0.00,0.0443346
"
65.72,"0.00,0.0443346
"
65.904,"0.00,0.0443346
"
66.087,"-0.00,0.0443346
"
66.27,"0.00,0.0443346
"
66.453,"0.00,0.0443346
"
66.637,"0.00,0.0443346
"
66.82,"0.00,0.0443346
"
67.004,"-0.00,0.0443346
"
67.187,"0.00,0.0443346
"
67.371,"0.00,0.0443346
"
67.553,"0.00,0.0443346
"
67.737,"0.00,0.0443346
"
67.921,"-0.00,0.0443346
"
68.103,"0.00,0.0443346
"
68.287,"0.00,0.0443346
"
68.47,"0.00,0.0443346
"
68.655,"-0.00,0.0443346
"
68.837,"0.00,0.0443346"
69.02,"
0.00,0.0443346"
69.204,"
0.00,0.0443346"
69.388,"
-0.00,0.0443346"
69.588,"
0.00,0.0443346
"
69.771,"0.00,0.0443346
"
69.955,"0.00,0.0443346
"
70.137,"-0.00,0.0443346
"
70.321,"0.00,0.0443346
"
70.504,"0.00,0.0443346
"
70.688,"-0.00,0.0443346
"
70.871,"0.00,0.0443346
"
71.054,"0.00,0.0443346
"
71.237,"0.00,0.0443346
"
71.421,"0.00,0.0443346
"
71.605,"0.00,0.0443346
"
71.788,"0.00,0.0443346
"
71.971,"0.00,0.0443346
"
72.155,"-0.00,0.0443346
"
72.337,"0.00,0.0443346
"
72.521,"0.00,0.0443346
"
72.705,"0.00,0.0443346
"
72.904,"-0.00,0.0443346
"
73.088,"0.00,0.0443346
"
