Test Time (s),F(kg)      millistrain
14.281,"0.0000247
0.00,"
14.465,"0.0000232
0.00,"
14.648,"0.0000221
0.00,"
14.831,"0.0000216
0.00,"
15.015,"0.0000207
0.00,"
15.198,"0.0000193
0.00,"
15.383,"0.0000181
0.00,"
15.565,"0.0000167
0.00,"
15.748,"0.0000152
0.00,"
15.932,"0.0000145
0.00,"
16.114,"0.0000138
0.00,"
16.299,"0.0000132
0.00,"
16.498,"0.0000122
0.00,"
16.682,"0.0000109
0.01,"
16.865,"0.0000092
0.00,"
17.049,"0.0000086
0.01,"
17.231,"0.0001078
0.96,"
17.415,"0.0010170
3.51,"
17.599,"0.0012050
3.73,"
17.782,"0.0011537
3.71,"
17.966,"0.0011241
3.70,"
18.149,"0.0011027
3.70,"
18.331,"0.0013003
5.28,"
18.516,"0.0025397
9.68,"
18.699,"0.0033608
12.10,"
18.882,"0.0032175
12.13,"
19.065,"0.0030458
12.10,"
19.249,"0.0029268
12.07,"
19.432,"0.0028339
12.05,"
19.615,"0.0029449
13.46,"
19.815,"0.0040541
17.94,"
19.998,"0.0047762
20.41,"
20.183,"0.0045290
20.41,"
20.366,"0.0043851
20.34,"
20.55,"0.0042792
20.29,"
20.733,"0.0041469
20.25,"
20.916,"0.0041685
21.29,"
21.099,"0.0392246
25.17,"
21.283,"0.0602735
27.77,"
21.465,"0.0602735
27.87,"
21.649,"0.0602735
27.72,"
21.832,"0.0602735
27.62,"
22.016,"0.0602735
27.57,"
22.199,"0.0602735
29.36,"
22.382,"0.0602735
33.34,"
22.567,"0.0602735
34.47,"
22.749,"0.0602735
34.06,"
22.933,"0.0602735
33.79,"
23.132,"0.0602735
33.59,"
23.316,"0.0602735
33.51,"
23.5,"0.0602735
34.69,"
23.683,"0.0602735
35.79,"
23.866,"0.0602735
36.70,"
24.049,"0.0602735
37.74,"
24.233,"0.0602735
38.74,"
24.417,"0.0602735
38.20,"
24.6,"0.0602735
37.66,"
24.783,"0.0602735
37.27,"
24.966,"0.0602735
36.96,"
25.151,"0.0602735
36.90,"
25.334,"0.0602735
38.36,"
25.517,"0.0602735
39.79,"
25.699,"0.0602735
40.33,"
25.884,"0.0602735
40.38,"
26.066,"0.0602735
40.34,"
26.25,"0.0602735
39.47,"
26.433,"0.0602735
38.82,"
26.617,"0.0602735
38.32,"
26.799,"0.0602735
37.93,"
26.984,"0.0602735
37.71,"
27.168,"0.0602735
38.90,"
27.367,"0.0602735
40.14,"
27.551,"0.0602735
40.81,"
27.733,"0.0602735
40.77,"
27.917,"0.0602735
40.07,"
28.1,"0.0602735
38.85,"
28.283,"0.0602735
37.96,"
28.467,"0.0602735
37.26,"
28.65,"0.0602735
36.67,"
28.833,"0.0602735
36.39,"
29.017,"0.0602735
36.23,"
29.2,"0.0602735
1.59,"
29.384,"0.0602735
0.01,"
29.567,"0.0602735
0.01,"
29.751,"0.0602735
0.01,"
29.934,"0.0602735
0.01,"
30.134,"0.0602735
0.01,"
30.317,"0.0602735
0.01,"
30.501,"0.0602735
0.01,"
30.684,"0.0602735
0.01,"
30.867,"0.0602735
0.01,"
31.051,"0.0602735
0.01,"
31.234,"0.0602735
0.01,"
31.418,"0.0602735
0.01,"
31.6,"0.0602735
0.01,"
31.784,"0.0602735
0.01,"
31.967,"0.0602735
0.01,"
32.15,"0.0602735
0.01,"
32.337,"0.0602735
0.01,"
32.518,"0.0602735
0.01,"
32.701,"0.0602735
0.01,"
32.885,"0.0602735
0.01,"
33.068,"0.0602735
0.01,"
33.252,"0.0602735
0.01,"
33.452,"0.0602735
0.01,"
