Test Time (s),F(kg)      millistrain
0.409,"0.00,0.0000036
-0.00,0.0000034
0.00,0.0000033
-0.00,000042
0.00,0.0000037
-0.00,0.0000039
0.00,0.0000040
0.00,0.0000035
0.00,0.0000036
-0.00,0.0000034
0.00,0.0000033
-0.00,000042
0.00,0.0000037
-0.00,0.0000039
0.00,0.0000040
0.00,0.0000035
0.00,0.0000036
-0.00,0.0000034
0.00,0.0000033
-0.00,"
3.836,"-0.00,0.0000011
"
4.036,"-0.00,0.0000014
"
4.22,"-0.00,0.0000012
"
4.404,"-0.00,0.0000012
"
4.586,"-0.00,0.0000015
"
4.769,"-0.00,0.0000013
"
4.954,"-0.00,0.0000019
"
5.137,"-0.00,0.0000016
"
5.32,"-0.00,0.0000016
"
5.503,"-0.00,0.0000020
"
5.686,"-0.00,0.0000020
"
5.87,"-0.00,0.0000025
"
6.053,"-0.00,0.0000027
"
6.236,"-0.00,0.0000031
"
6.42,"-0.00,0.0000036
"
6.603,"-0.00,0.0000038
"
6.786,"-0.00,0.0000041
"
6.971,"-0.00,0.0000045
"
7.17,"-0.01,0.0000047
"
7.353,"-0.00,0.0000050
"
7.537,"0.00,0.0000054
"
7.72,"-0.00,0.0000056
"
7.904,"-0.00,0.0000060
"
8.087,"-0.00,0.0000062
"
8.27,"-0.01,0.0000066
"
8.453,"0.00,0.0000066
"
8.637,"0.00,0.0000065
"
8.82,"-0.00,0.0000068
"
9.005,"-0.00,0.0000069
"
9.187,"-0.00,0.0000070
"
9.387,"-0.00,0.0000069
"
9.554,"-0.00,0.0000071
"
9.754,"0.00,0.0000070
"
9.937,"-0.00,0.0000068
"
10.121,"-0.00,0.0000066
"
10.304,"-0.00,0.0000063
"
10.487,"0.00,0.0000064
"
10.671,"-0.00,0.0000057
"
10.854,"-0.00,0.0000051
"
11.038,"-0.00,0.0000051
"
11.221,"-0.00,0.0000047
"
11.405,"-0.00,0.0000045
"
11.588,"-0.00,0.0000039
"
11.771,"-0.00,0.0000033
"
11.954,"-0.00,0.0000025
"
12.137,"-0.00,0.0000021
"
12.321,"-0.00,0.0000014
"
12.504,"-0.00,0.0000048
"
12.687,"0.01,0.0001815
"
12.887,"0.43,0.0001770
"
13.072,"0.42,0.0006658
"
13.255,"1.78,0.0026789
"
13.437,"6.70,0.0025902
"
13.621,"6.71,0.0029439
"
13.804,"7.92,0.0048264
"
13.988,"13.89,0.0044287
"
14.171,"14.31,0.0042840
"
14.355,"14.25,0.0047445
"
14.538,"16.00,0.0065234
"
14.722,"21.66,0.0065346
"
14.905,"23.02,0.0062735
"
15.089,"22.91,0.0061124
"
15.272,"22.85,0.0059888
"
15.455,"22.79,0.0059472
"
15.638,"22.97,0.0273369
"
15.821,"26.36,0.0593489"
16.021,"
30.44,0.0593489
"
16.189,"32.58,0.0593489"
16.388,"
33.36,0.0593489
"
16.572,"33.21,0.0593489
"
16.755,"33.10,0.0593489
"
16.938,"33.01,0.0593489
"
17.122,"32.94,0.0593489
"
17.305,"32.88,0.0593489
"
17.488,"32.93,0.0593489
"
17.672,"35.61,0.0593489
"
17.855,"39.80,0.0593489
"
18.039,"42.09,0.0593489
"
18.239,"41.98,0.0593489
"
18.422,"41.56,0.0593489
"
18.606,"41.25,0.0593489
"
18.789,"41.02,0.0593489
"
18.972,"40.82,0.0593489
"
19.155,"41.98,0.0593489
"
19.339,"45.26,0.0593489
"
19.523,"47.30,0.0593489
"
19.706,"47.55,0.0593489
"
19.889,"46.46,0.0593489
"
20.072,"45.72,0.0593489
"
20.256,"45.19,0.0593489
"
20.439,"44.76,0.0593489
"
20.622,"44.41,0.0593489
"
20.805,"45.09,0.0593489
"
20.989,"47.60,0.0593489
"
21.172,"49.49,0.0593489
"
21.356,"49.64,0.0593489
"
21.556,"48.21,0.0593489
"
21.739,"47.03,0.0593489
"
21.922,"46.21,0.0593489
"
22.106,"45.58,0.0593489
"
22.289,"45.08,0.0593489
"
22.472,"45.30,0.0593489
"
22.656,"48.33,0.0593489
"
22.839,"48.16,0.0593489
"
23.022,"2.87,0.0593489
"
23.206,"-0.00,0.0593489
"
