Test Time (s),F(kg)      millistrain
1.283,"0.00,9
-0.00,-0.0000857
64
-0.00,-0.0000862
-0.00,-0.0000861
-0.00,-0.0000858
0.00,-0.0000858
-0.00,-0.0000853
0.00,-0.0000859
-0.00,-0.0000857
64
-0.00,-0.0000862
-0.00,-0.0000861
-0.00,-0.0000858
0.00,-0.0000858
-0.00,-0.0000853
0.00,-0.0000859
-0.00,-0.0000857
"
4.657,"-0.00,-0.0000022
"
4.838,"-0.00,-0.0000013
"
5.023,"0.00,-0.0000004
"
5.205,"-0.00,-0.0000012
"
5.406,"-0.00,-0.0000008
"
5.589,"-0.00,0.0000005
"
5.773,"-0.00,-0.0000023
"
5.956,"-0.00,-0.0000031
"
6.139,"0.00,-0.0000036
"
6.322,"-0.00,-0.0000039
"
6.505,"0.00,-0.0000042
"
6.689,"-0.00,-0.0000041
"
6.872,"-0.00,-0.0000048
"
7.056,"-0.00,-0.0000049
"
7.239,"-0.00,-0.0000054
"
7.422,"-0.00,-0.0000057
"
7.606,"0.00,-0.0000066
"
7.79,"-0.00,-0.0000068
"
7.99,"0.00,-0.0000074
"
8.173,"-0.00,-0.0000074
"
8.356,"0.00,-0.0000071
"
8.54,"0.00,-0.0000076
"
8.723,"0.00,-0.0000078
"
8.907,"-0.00,-0.0000075
"
9.09,"-0.00,-0.0000078
"
9.273,"0.00,-0.0000075
"
9.456,"-0.00,-0.0000069
"
9.64,"-0.00,-0.0000069
"
9.823,"0.00,-0.0000067
"
10.006,"-0.00,-0.0000066
"
10.19,"-0.00,-0.0000064
"
10.39,"0.00,-0.0000065
"
10.573,"-0.00,-0.0000063
"
10.757,"-0.00,-0.0000067
"
10.94,"-0.00,-0.0000064
"
11.124,"0.00,-0.0000063
"
11.306,"-0.00,-0.0000067
"
11.49,"-0.00,-0.0000073
"
11.673,"-0.00,-0.0000069
"
11.856,"-0.00,-0.0000068
"
12.039,"-0.00,-0.0000071
"
12.223,"0.00,-0.0000071
"
12.407,"0.00,-0.0000057
"
12.59,"0.00,0.0000013"
12.791,"
-0.00,-0.0000000
"
12.973,"-0.00,0.0000012
"
13.157,"0.00,0.0000014
"
13.34,"-0.00,0.0000007
"
13.523,"-0.00,0.0000009
"
13.707,"-0.00,-0.0000019
"
13.89,"-0.00,-0.0000042
"
14.073,"-0.00,-0.0000055
"
14.257,"-0.00,-0.0000055
"
14.44,"0.00,-0.0000059
"
14.624,"-0.00,-0.0000046"
14.807,"
-0.00,-0.000002"
14.99,"3
-0.00,-0.00"
15.19,"00020
-0.00,-0.0000006
"
15.374,"-0.00,0.0000111
"
15.558,"0.09,0.0016908
"
15.74,"4.20,0.0052135
"
15.924,"9.49,0.0056120
"
16.107,"9.60,0.0055903
"
16.29,"9.55,0.0055810
"
16.474,"9.51,0.0060708
"
16.657,"11.19,0.0100579
"
16.841,"18.15,0.0125959
"
17.04,"21.10,0.0126924
"
17.224,"20.99,0.0126831
"
17.407,"20.91,0.0126775
"
17.591,"20.84,0.0127220
"
17.774,"21.07,0.0149916
"
17.958,"25.83,0.0189520
"
18.141,"31.35,0.0196971
"
18.324,"31.66,0.0196972
"
18.508,"31.50,0.0197029
"
18.691,"31.38,0.0197141
"
18.875,"31.35,0.0216513
"
19.058,"32.88,0.0571344
"
19.258,"1.27,0.0349863
"
19.441,"0.00,0.0388238
"
19.624,"0.00,-0.0028067
"
19.808,"0.00,-0.0062751
"
19.991,"0.00,-0.0062751
"
20.174,"0.03,-0.0062751
"
20.358,"0.03,-0.0062751
"
20.542,"0.03,-0.0062751
"
20.724,"0.04,-0.0062751
"
20.908,"0.05,-0.0062751
"
21.091,"0.06,-0.0062751
"
21.275,"0.06,-0.0062751
"
21.459,"0.06,-0.0062751
"
21.658,"0.06,-0.0062751
"
21.841,"0.05,-0.0062751
"
22.025,"0.05,-0.0062751
"
22.208,"0.05,-0.0062751
"
22.392,"0.05,-0.0062751
"
22.576,"0.06,-0.0062751
"
22.758,"0.06,-0.0062751
"
