Test Time (s),F(kg)      millistrain
4.749,"0.0000289
00,0.0001303
-0.00,0.0001307
0.00,0.0001315
0.00,0.0001321
-0.00,"
4.933,"0.0000029
-0.00,"
5.116,"0.0000040
-0.00,"
5.3,"0.0000050
0.00,"
5.483,"0.0000055
-0.00,"
5.665,"0.0000067
-0.00,"
5.848,"0.0000050
-0.00,"
6.032,"0.0000069
-0.00,"
6.215,"0.0000085
-0.00,"
6.399,"0.0000067
0.00,"
6.582,"0.0000059
-0.00,"
6.766,"0.0000060
-0.00,"
6.966,"0.0000063
-0.00,"
7.149,"0.0000072
-0.00,"
7.332,"0.0000088
0.00,"
7.515,"0.0000114
-0.00,"
7.699,"0.0000130
-0.00,"
7.883,"0.0000138
-0.00,"
8.066,"0.0000150
-0.00,"
8.249,"0.0000159
-0.00,"
8.433,"0.0000170
-0.00,"
8.615,"0.0000179
-0.00,"
8.8,"0.0000192
-0.00,"
8.982,"0.0000204
-0.00,"
9.166,"0.0000215
-0.00,"
9.349,"0.0000230
0.00,"
9.533,"0.0000243
-0.00,"
9.717,"0.0000259
-0.00,"
9.899,"0.0000269
-0.00,"
10.083,"0.0000277
-0.00,"
10.266,"0.0000288
-0.00,"
10.452,"0.0000296
-0.00,"
10.633,"0.0000305
-0.00,"
10.816,"0.0000316
-0.00,"
11.017,"0.0000324
-0.00,"
11.199,"0.0000328
-0.00,"
11.383,"0.0000328
-0.01,"
11.567,"0.0000334
-0.00,"
11.749,"0.0000358
-0.00,"
11.935,"0.0000445
-0.00,"
12.117,"0.0000477
-0.00,"
12.3,"0.0000513
-0.00,"
12.483,"0.0000512
-0.00,"
12.668,"0.0000513
-0.00,"
12.851,"0.0000515
-0.00,"
13.034,"0.0000510
0.00,"
13.217,"0.0000498
-0.00,"
13.401,"0.0000485
-0.00,"
13.583,"0.0000476
-0.00,"
13.767,"0.0000474
-0.00,"
13.95,"0.0000467
0.00,"
14.135,"0.0000459
-0.00,"
14.334,"0.0000457
-0.00,"
14.518,"0.0000454
0.00,"
14.701,"0.0000454
-0.00,"
14.884,"0.0000459
-0.00,"
15.068,"0.0000459
0.00,"
15.251,"0.0000460
-0.00,"
15.434,"0.0000457
0.00,"
15.618,"0.0000461
-0.00,"
15.801,"0.0000462
-0.00,"
15.984,"0.0000472
0.00,"
16.167,"0.0000469
-0.00,"
16.352,"0.0000472
-0.00,"
16.535,"0.0000474
-0.00,"
16.718,"0.0000482
-0.00,"
16.901,"0.0000498
0.00,"
17.084,"0.0000507
0.00,"
17.267,"0.0000511
0.00,"
17.451,"0.0000517
0.00,"
17.634,"0.0000519
0.00,"
17.817,"0.0000521
-0.00,"
18.0,"0.0000524
0.00,"
18.201,"0.0000524
-0.00,"
18.384,"0.0000525
0.00,"
18.567,"0.0000524
-0.00,"
18.751,"0.0000513
0.00,"
18.934,"0.0000506
-0.00,"
19.118,"0.0000491
-0.00,"
19.302,"0.0000565
0.00,"
19.485,"0.0000544
-0.00,"
19.668,"0.0000520
-0.00,"
19.851,"0.0000516
-0.00,"
20.035,"0.0000520
-0.00,"
20.218,"0.0000517
-0.00,"
20.401,"0.0000512
-0.00,"
20.585,"0.0000508
-0.00,"
20.767,"0.0000509
0.00,"
20.952,"0.0000504
0.00,"
21.135,"0.0000500
-0.00,"
21.319,"0.0000498
-0.00,"
21.518,"0.0000495
-0.00,"
21.701,"0.0000492
0.01,"
21.885,"0.0010570
2.53,"
22.068,"0.0034287
4.02,"
22.252,"0.0033985
4.12,"
22.435,"0.0056358
8.49,"
22.618,"0.0093908
10.93,"
22.802,"0.0094796
10.82,"
22.985,"0.0095788
11.44,"
23.169,"0.0132067
16.42,"
23.352,"0.0165468
17.79,"
23.535,"0.0165950
17.61,"
23.718,"0.0197063
20.39,"
23.901,"0.0581428
23.13,"
24.085,"0.0581428
22.67,"
24.269,"0.0581428
22.83,"
24.451,"0.0581428
26.51,"
24.635,"0.0581428
26."
24.736,"35,0.0581428
"
24.919,"25.77,0.0581428
"
25.101,"26.75,0.0581428
"
25.285,"29.52,0.0581428
"
25.469,"28.50,0.0581428
"
25.652,"27.72,0.0581428
"
25.836,"29.47,0.0581428
"
26.018,"30.84,0.0581428
"
26.202,"29.05,0.0581428
"
26.386,"28.23,0.0581428
"
26.569,"30.52,0.0581428
"
26.769,"29.56,0.0581428
"
26.952,"27.47,0.0581428
"
27.136,"25.85,0.0581428
"
27.319,"1.12,0.0581428
"
27.503,"0.00,0.0581428
"
27.686,"0.01,0.0581428
"
27.869,"0.00,0.0581428
"
28.053,"0.00,0.0581428
"
28.236,"0.00,0.0581428
"
28.42,"0.00,0.0581428
"
28.602,"0.00,0.0581428
"
28.786,"0.00,0.0581428
"
28.97,"0.00,0.0581428
"
29.153,"0.00,0.0581428
"
29.336,"-0.00,0.0581428
"
