Test Time (s),F(kg)      millistrain
3.693,"-0.00,
0.00,-0.0000067
-0.00,-0.0000071
-0.00,-0.0000074
-0.00,-0.0000079
0.00,-0.0000083
0.00,0.00,-0.0000055
-0.00,-0.0000058
0.00,-0.0000067
-0.00,-0.0000071
-0.00,-0.0000074
-0.00,-0.0000079
0.00,-0.0000083
0.00,0.00,"
3.877,"0.0000007
-0.0"
4.06,"0,0.0000011
-0.0"
4.244,"0,0.0000016
-0.00"
4.427,",0.0000020
-0.00,"
4.611,"0.0000029
-0.00,"
4.81,"0.0000028
-0.00,"
4.994,"0.0000033
-0.00,"
5.177,"0.0000039
-0.00,"
5.36,"0.0000041
-0.00,"
5.543,"0.0000043
0.00,"
5.727,"0.0000048
-0.00,"
5.91,"0.0000048
-0.00,"
6.094,"0.0000046
-0.00,"
6.278,"0.0000049
0.00,"
6.461,"0.0000053
-0.00,"
6.644,"0.0000055
-0.00,"
6.828,"0.0000051
-0.00,"
7.011,"0.0000054
-0.00,"
7.195,"0.0000057
0.00,"
7.377,"0.0000059
-0.00,"
7.562,"0.0000066
-0.00,"
7.745,"0.0000061
-0.00,"
7.945,"0.0000062
-0.00,"
8.128,"0.0000064
0.00,"
8.312,"0.0000073
-0.00,"
8.495,"0.0000064
-0.00,"
8.678,"0.0000059
-0.00,"
8.861,"0.0000062
-0.00,"
9.044,"0.0000060
-0.00,"
9.228,"0.0000062
-0.00,"
9.411,"0.0000061
-0.00,"
9.597,"0.0000064
-0.00,"
9.778,"0.0000062
-0.00,"
9.961,"0.0000060
-0.00,"
10.144,"0.0000056
-0.00,"
10.328,"0.0000050
-0.00,"
10.513,"0.0000042
-0.00,"
10.697,"0.0000031
-0.00,"
10.878,"0.0000028
-0.00,"
11.062,"0.0000021
-0.00,"
11.262,"0.0000014
-0.00,"
11.445,"0.0000012
-0.00,"
11.628,"0.0000009
-0.00,"
11.812,"0.0000002
0.00,"
11.995,"-0.0000000
0.00,"
12.178,"-0.0000004
-0.00,"
12.361,"-0.0000010
0.00,"
12.544,"-0.0000012
-0.00,"
12.728,"-0.0000016
-0.00,"
12.911,"-0.0000021
-0.00,"
13.096,"-0.0000032
-0.00,"
13.279,"-0.0000033
-0.00,"
13.462,"-0.0000035
-0.00,"
13.646,"-0.0000041
-0.00,"
13.829,"-0.0000043
-0.00,"
14.012,"-0.0000050
-0.00,"
14.196,"-0.0000051
-0.00,"
14.378,"-0.0000035
0.17,"
14.562,"0.0004387
4.18,"
14.746,"0.0012452
8.44,"
14.928,"0.0012568
8.60,"
15.129,"0.0011931
8.58,"
15.312,"0.0011559
8.56,"
15.496,"0.0011307
8.77,"
15.679,"0.0015122
12.72,"
15.863,"0.0019757
17.69,"
16.046,"0.0020073
18.73,"
16.23,"0.0018409
18.65,"
16.413,"0.0017467
18.61,"
16.595,"0.0016780
18.58,"
16.779,"0.0017135
20.19,"
16.963,"0.0021848
24.56,"
17.145,"0.0024464
27.62,"
17.33,"0.0023297
27.98,"
17.513,"0.0021404
27.79,"
17.696,"0.0020251
27.67,"
17.879,"0.0019393
27.58,"
18.062,"0.0018819
28.00,"
18.246,"0.0021827
31.48,"
18.446,"0.0025755
34.63,"
18.629,"0.0025854
34.51,"
18.814,"0.0023728
33.77,"
18.996,"0.0022319
33.29,"
19.179,"0.0021240
32.94,"
19.363,"0.0020412
32.71,"
19.547,"0.0021216
34.77,"
19.729,"0.0025628
37.56,"
19.913,"0.0513037
37.72,"
20.097,"0.0597187
36.15,"
20.28,"0.0597187
35.22,"
20.463,"0.0597187
34.59,"
20.647,"0.0597187
34.10,"
20.83,"0.0597187
34.63,"
21.014,"0.0597187
37.23,"
21.196,"0.0597187
26.83,"
21.38,"0.0597187
0.02,"
21.58,"0.0597187
0.00,"
21.763,"0.0597187
0.00,"
21.946,"0.0597187
0.00,"
22.13,"0.0597187
0.00,"
22.313,"0.0597187
0.00,"
22.497,"0.0597187
-0.00,"
22.68,"0.0597187
-0.00,"
22.864,"0.0597187
-0.00,"
23.046,"0.0597187
-0.00,"
23.23,"0.0597187
0.00,"
23.413,"0.0597187
-0.00,"
23.596,"0.0597187
-0.00,"
23.78,"0.0597187
-0.00,"
23.963,"0.0597187
-0.00,"
24.147,"0.0597187
-0.00,"
24.33,"0.0597187
-0.00,"
24.514,"0.0597187
-0.00,"
24.697,"0.0597187
-0.00,"
24.88,"0.0597187
-0.00,"
25.064,"0.0597187
-0.00,"
25.247,"0.0597187
-0.00,"
25.43,"0.0597187
-0.00,"
25.63,"0.0597187
-0.00,"
25.813,"0.0597187
-0.00,"
25.997,"0.0597187
-0.00,"
26.181,"0.0597187
-0.00,"
26.364,"0.0597187
-0.00,"
26.547,"0.0597187
-0.00,"
26.731,"0.0597187
0.00,"
26.914,"0.0597187
-0.00,"
27.097,"0.0597187
-0.00,"
27.281,"0.0597187
-0.00,"
27.464,"0.0597187
0.00,"
27.647,"0.0597187
-0.00,"
27.83,"0.0597187
-0.00,"
28.014,"0.0597187
-0.01,"
28.198,"0.0597187
-0.00,"
28.381,"0.0597187
-0.00,"
28.564,"0.0597187
-0.00,"
