Test Time (s),F(kg)      millistrain
3.72,"0.0016893
.0016018
0.00,0.0016027
-0.00,0.0016082
0.00,0.0016069
.00,0.0016188
0.00,0.0016128
0.00,0.0016088
0.00,0.0016052
0.00,0.0016018
0.00,0.0016027
-0.00,0.0016082
0.00,0.0016069
0.00,"
3.903,"0.0000204
0.00,"
4.087,"0.0000179
0.00,"
4.27,"0.0000175
0.00,"
4.47,"0.0000151
0.00,"
4.653,"0.0000147
-0.00,"
4.837,"0.0000136
0.00,"
5.02,"0.0000125
0.00,"
5.204,"0.0000102
-0.00,"
5.387,"0.0000068
0.00,"
5.571,"0.0000022
0.00,"
5.754,"-0.0000004
0.00,"
5.938,"-0.0000028
0.00,"
6.121,"-0.0000067
-0.00,"
6.303,"-0.0000093
-0.00,"
6.487,"-0.0000117
0.00,"
6.671,"-0.0000149
-0.00,"
6.854,"-0.0000161
-0.00,"
7.036,"-0.0000189
0.00,"
7.221,"-0.0000213
0.00,"
7.404,"-0.0000251
0.00,"
7.588,"-0.0000264
0.00,"
7.788,"-0.0000296
0.00,"
7.97,"-0.0000348
0.00,"
8.155,"-0.0000406
-0.00,"
8.337,"-0.0000507
0.00,"
8.52,"-0.0000540
0.00,"
8.704,"-0.0000557
-0.00,"
8.887,"-0.0000563
0.00,"
9.071,"-0.0000578
0.00,"
9.255,"-0.0000583
0.00,"
9.437,"-0.0000591
-0.00,"
9.622,"-0.0000596
0.00,"
9.804,"-0.0000589
0.00,"
9.987,"-0.0000551
-0.00,"
10.17,"-0.0000513
0.00,"
10.354,"-0.0000496
-0.00,"
10.538,"-0.0000491
-0.00,"
10.721,"-0.0000466
-0.00,"
10.921,"-0.0000449
-0.00,"
11.105,"-0.0000445
0.00,"
11.287,"-0.0000446
-0.00,"
11.471,"-0.0000434
-0.00,"
11.655,"-0.0000441
-0.00,"
11.837,"-0.0000422
-0.00,"
12.021,"-0.0000392
-0.00,"
12.204,"-0.0000386
0.00,"
12.388,"-0.0000376
-0.00,"
12.572,"-0.0000370
0.00,"
12.755,"-0.0000396
0.00,"
12.938,"-0.0000408
-0.00,"
13.121,"-0.0000407
0.00,"
13.305,"-0.0000409
-0.00,"
13.488,"-0.0000405
0.00,"
13.671,"-0.0000399
0.00,"
13.855,"-0.0000403
-0.00,"
14.038,"-0.0000396
-0.00,"
14.222,"-0.0000413
0.00,"
14.405,"-0.0000427
-0.00,"
14.588,"-0.0000425
0.00,"
14.772,"-0.0000410
-0.00,"
