Test Time (s),F(kg)      millistrain
14.972,"-0.0000399
-0.00,"
15.155,"-0.0000393
-0.00,"
15.338,"-0.0000388
-0.00,"
15.521,"-0.0000361
-0.00,"
15.707,"-0.0000335
0.00,"
15.888,"-0.0000314
-0.00,"
16.072,"-0.0000287
-0.00,"
16.255,"-0.0000182
-0.00,"
16.438,"-0.0000148
0.00,"
16.622,"-0.0000112
-0.00,"
16.805,"-0.0000069
-0.00,"
16.989,"-0.0000034
-0.00,"
17.172,"0.0000004
-0.00,"
17.355,"0.0000025
-0.00,"
17.539,"0.0000052
-0.00,"
17.722,"0.0000040
-0.00,"
17.906,"-0.0000043
-0.00,"
18.105,"-0.0000029
-0.00,"
18.288,"-0.0000027
0.00,"
18.473,"-0.0000035
-0.00,"
18.655,"-0.0000034
0.00,"
18.839,"-0.0000031
-0.00,"
19.022,"-0.0000016
-0.00,"
19.206,"-0.0000020
-0.00,"
19.389,"-0.0000008
-0.00,"
19.572,"-0.0000008
-0.00,"
19.755,"0.0000001
-0.00,"
19.938,"0.0000001
0.00,"
20.122,"-0.0000013
-0.00,"
20.305,"-0.0000021
-0.00,"
20.49,"-0.0000024
-0.00,"
20.673,"-0.0000024
0.00,"
20.856,"-0.0000036
-0.00,"
21.04,"-0.0000045
-0.00,"
21.222,"-0.0000074
-0.00,"
21.422,"-0.0000093
-0.00,"
21.606,"-0.0000098
0.00,"
21.789,"-0.0000083
0.00,"
21.972,"-0.0000090
0.00,"
22.155,"-0.0000097
-0.00,"
22.34,"-0.0000121
0.00,"
22.523,"-0.0000140
0.00,"
22.706,"-0.0000156
0.00,"
22.889,"-0.0000165
0.00,"
23.073,"-0.0000181
0.00,"
23.257,"-0.0000205
0.00,"
23.44,"-0.0000204
0.00,"
23.624,"-0.0000218
0.00,"
23.806,"-0.0000234
0.00,"
23.99,"-0.0000250
0.00,"
24.172,"-0.0000255
0.00,"
24.357,"-0.0000285
0.00,"
24.557,"-0.0000340
0.00,"
24.739,"-0.0000356
0.00,"
24.923,"-0.0000386
-0.00,"
25.106,"-0.0000411
0.00,"
25.29,"-0.0000434
0.00,"
25.474,"-0.0000456
0.00,"
25.656,"-0.0000498
0.00,"
25.841,"-0.0000551
0.00,"
26.023,"-0.0000571
0.00,"
26.207,"-0.0000585
0.00,"
26.39,"-0.0000603
-0.00,"
26.573,"-0.0000647
0.00,"
26.756,"-0.0000671
0.00,"
26.94,"-0.0000684
-0.00,"
27.124,"-0.0001230
0.00,"
27.306,"-0.0001855
0.00,"
27.49,"-0.0001882
0.00,"
27.673,"-0.0001896
-0.00,"
27.858,"-0.0001926
0.00,"
28.04,"-0.0001941
0.00,"
28.223,"-0.0001961
0.00,"
28.406,"-0.0001999
0.00,"
28.606,"-0.0002008
-0.00,"
28.79,"-0.0002025
0.00,"
28.973,"-0.0002050
-0.00,"
29.157,"-0.0002082
0.00,"
29.341,"-0.0002084
-0.00,"
29.524,"-0.0002107
0.00,"
29.707,"-0.0002121
-0.01,"
29.89,"-0.0002210
-0.00,"
30.074,"-0.0002292
-0.00,"
30.256,"-0.0002305
-0.01,"
30.441,"-0.0002314
-0.00,"
30.623,"-0.0002310
-0.00,"
30.808,"-0.0002322
-0.00,"
30.991,"-0.0002333
-0.00,"
31.174,"-0.0002338
-0.00,"
31.356,"-0.0002331
-0.00,"
31.54,"0.0005234
-0.00,"
31.724,"0.0011694
-0.00,"
31.908,"0.0010668
-0.00,"
32.108,"0.0012465
-0.01,"
32.292,"0.0025115
-0.00,"
32.475,"0.0026081
-0.00,"
32.657,"0.0030371
-0.00,"
32.841,"0.0026973
-0.00,"
33.024,"0.0030363
-0.01,"
33.208,"0.0026035
-0.00,"
33.391,"0.0025150
-0.01,"
33.574,"0.0024995
-0.00,"
33.758,"0.0027412
-0.01,"
33.942,"0.0031560
-0.01,"
34.125,"0.0034729
-0.01,"
34.307,"0.0032941
-0.01,"
34.491,"0.0033045
-0.01,"
34.675,"0.0031854
-0.01,"
34.858,"0.0031304
-0.01,"
35.058,"0.0031234
-0.01,"
35.241,"0.0032577
-0.01,"
35.424,"0.0032247
-0.01,"
35.608,"0.0031550
-0.01,"
35.791,"0.0031510
-0.01,"
35.974,"0.0031408
0.07,"
36.158,"0.0036812
1.30,"
36.342,"0.0039402
1.27,"
36.524,"0.0037491
1.27,"
36.707,"0.0036357
3.02,"
36.891,"0.0062252
7.20,"
37.076,"0.0055446
7.36,"
37.258,"0.0055285
7.33,"
37.441,"0.0054327
7.89,"
37.625,"0.0073588
12.45,"
37.808,"0.0101210
13.78,"
37.991,"0.0099445
13.71,"
38.176,"0.0096108
13.96,"
38.375,"0.0117976
18.11,"
38.558,"0.0144528
20.69,"
38.742,"0.0137662
20.57,"
38.925,"0.0131061
20.51,"
39.108,"0.0127020
22.56,"
39.293,"0.0155026
26.87,"
39.475,"0.0154650
26.93,"
39.659,"0.0139719
26.77,"
39.842,"0.0136721
26.98,"
40.025,"0.0169431
31.03,"
40.209,"0.0568849
32.44,"
40.392,"0.0568849
32.01,"
40.575,"0.0568849
31.79,"
40.759,"0.0568849
34.24,"
40.943,"0.0568849
36.72,"
41.126,"0.0568849
35.86,"
41.309,"0.0568849
35.37,"
41.493,"0.0568849
35.59,"
41.675,"0.0568849
38.95,"
41.859,"0.0568849
38.69,"
42.042,"0.0568849
37.79,"
42.226,"0.0568849
37.32,"
42.41,"0.0568849
39.54,"
42.609,"0.0568849
40.70,"
42.792,"0.0568849
39.18,"
42.976,"0.0568849
38.31,"
43.16,"0.0568849
38.91,"
43.342,"0.0568849
41.01,"
43.526,"0.0568849
35.09,"
43.709,"0.0568849
0.73,"
43.893,"0.0568849
0.00,"
44.075,"0.0568849
-0.00,"
44.259,"0.0568849
-0.00,"
44.444,"0.0568849
-0.00,"
44.626,"0.0568849
-0.00,"
44.809,"0.0568849
-0.00,"
44.992,"0.0568849
0.00,"
45.176,"0.0568849
-0.00,"
45.359,"0.0568849
-0.00,"
45.56,"0.0568849
-0.01,"
45.744,"0.0568849
-0.00,"
45.927,"0.0568849
-0.00,"
46.11,"0.0568849
-0.00,"
46.294,"0.0568849
-0.00,"
46.476,"0.0568849
-0.00,"
46.66,"0.0568849
-0.00,"
46.842,"0.0568849
-0.00,"
47.026,"0.0568849
-0.00,"
47.209,"0.0568849
-0.00,"
47.393,"0.0568849
-0.01,"
47.577,"0.0568849
-0.00,"
47.76,"0.0568849
-0.00,"
47.943,"0.0568849
-0.00,"
48.126,"0.0568849
-0.00,"
48.31,"0.0568849
-0.00,"
48.493,"0.0568849
-0.00,"
48.693,"0.0568849
-0.00,"
48.877,"0.0568849
-0.00,"
49.061,"0.0568849
-0.00,"
49.243,"0.0568849
-0.00,"
49.427,"0.0568849
-0.00,"
49.61,"0.0568849
-0.00,"
49.793,"0.0568849
-0.00,"
49.977,"0.0568849
-0.01,"
50.16,"0.0568849
-0.01,"
50.347,"0.0568849
-0.00,"
50.527,"0.0568849
-0.01,"
50.71,"0.0568849
-0.00,"
50.894,"0.0568849
-0.00,"
51.077,"0.0568849
-0.00,"
51.261,"0.0568849
-0.00,"
51.443,"0.0568849
-0.00,"
51.628,"0.0568849
-0.00,"
51.81,"0.0568849
-0.00,"
52.011,"0.0568849
-0.00,"
52.194,"0.0568849
-0.00,"
52.377,"0.0568849
-0.00,"
52.561,"0.0568849
0.00,"
52.744,"0.0568849
-0.00,"
52.928,"0.0568849
-0.00,"
53.111,"0.0568849
-0.00,"
53.282,"0.0568849
-0."
53.377,"00,0.0568849
"
53.562,"-0.00,0.0568849
"
53.746,"-0.00,0.0568849
"
53.928,"-0.00,0.0568849
"
54.128,"-0.00,0.0568849
"
54.311,"-0.00,0.0568849
"
54.495,"-0.00,0.0568849
"
54.677,"0.00,0.0568849
"
54.861,"-0.00,0.0568849
"
55.044,"-0.00,0.0568849
"
55.227,"0.00,0.0568849
"
