Test Time (s),F(kg)      millistrain
30.273,"003.41,000.00269
"
30.49,"003.35,000.00269
"
30.689,"003.34,000.00272
"
30.889,"003.75,000.00274
"
31.089,"003.84,000.00277
"
31.289,"003.78,000.00281
"
31.489,"003.63,000.00285
"
31.689,"003.45,000.00283
"
31.89,"003.08,000.00282
"
32.106,"002.95,000.00283
"
32.307,"002.87,000.00284
"
32.507,"002.82,000.00285
"
32.707,"002.78,000.00285
"
32.907,"003.06,000.00287
"
33.107,"003.17,000.00288
"
33.305,"003.23,000.00288
"
33.507,"003.18,000.00289
"
33.707,"003.00,000.00285
"
33.908,"002.80,000.00276"
34.124,"
002.54,000.00272
"
34.324,"002.40,000.00271
"
34.524,"002.33,000.00269
"
34.725,"002.29,000.00268
"
34.924,"002.24,000.00268
"
35.125,"002.35,000.00268
"
35.322,"002.52,000.00268"
35.541,"
002.61,000.00269
"
35.725,"002.66,000.00269
"
35.942,"002.67,000.00268
"
36.142,"002.62,000.00267
"
36.341,"002.43,000.00266
"
36.542,"002.22,000.00267
"
36.742,"002.13,000.00267
"
36.941,"002.06,000.00267
"
37.142,"002.03,000.00266
"
37.339,"002.05,000.00265
"
37.557,"002.26,000.00266
"
37.758,"002.37,000.00266
"
37.957,"002.42,000.00267
"
38.156,"002.45,000.00266
"
38.358,"002.42,000.00265
"
38.556,"002.35,000.00265
"
38.759,"002.13,000.00265
"
38.955,"002.01,000.00265
"
39.156,"001.91,000.00265
"
39.365,"001.87,000.00264
"
39.567,"001.84,000.00264
"
39.764,"002.01,000.00265
"
39.965,"002.13,000.00266
"
40.166,"002.22,000.00268"
40.384,"
002.24,000.00270
"
40.582,"002.22,000.00263
"
40.782,"002.13,000.00261
"
40.986,"001.90,000.00259
"
41.185,"001.74,000.00258
"
41.385,"001.68,000.00256
"
41.582,"001.65,000.00255
"
41.784,"001.64,000.00255
"
41.983,"001.72,000.00256
"
42.185,"001.90,000.00258
"
42.385,"001.98,000.002"
42.601,"63
002.02,000.00266
"
42.799,"002.03,000.00266
"
42.999,"002.01,000.00266
"
43.203,"001.80,000.00260
"
43.398,"001.60,000.00255
"
43.602,"001.52,000.00252
"
43.798,"001.48,000.002"
44.016,"49
001.46,000.00247
"
44.219,"001.44,000.00246
"
44.403,"001.57,000.00247"
44.616,"
001.67,000.00250
"
44.817,"001.71,000.00254
"
45.016,"001.73,000.00258
"
45.216,"001.72,000.00259
"
45.416,"001.69,000.00260
"
45.617,"001.60,000.00258
"
45.819,"001.43,000.00257
"
46.035,"001.37,000.00256
"
46.234,"001.33,000.00255
"
46.433,"001.31,000.00254
"
46.634,"001.29,000.00253
"
46.836,"001.29,000.00253
"
47.033,"001.47,000.00253
"
47.233,"001.53,000.00253"
47.437,"
001.59,000.00253
"
47.635,"001.62,000.00254
"
47.851,"001.62,000.00254
"
48.053,"001.60,000.00255
"
48.252,"001.57,000.00256
"
48.453,"001.40,000.00288
"
48.649,"001.32,000.00302
"
48.852,"001.27,000.00295
"
49.053,"001.24,000.00293
"
49.249,"001.22,000.00292"
49.466,"
001.30,000.00289
"
49.67,"001.43,000.00282
"
49.866,"001.48,000.00282
"
50.069,"001.51,000.00284
"
50.268,"001.51,000.00287
"
50.468,"001.49,000.00289
"
50.666,"001.45,000.00281
"
50.866,"001.43,000.00276
"
51.07,"001.39,000.00277
"
51.283,"001.31,000.00276
"
51.486,"001.23,000.00277
"
51.683,"001.20,000.00277
"
51.887,"001.17,000.00276
"
52.086,"001.15,000.00276
"
52.286,"001.12,000.00275
"
52.484,"001.11,000.00275
"
52.686,"001.10,000.00275
"
52.901,"001.09,000.00274
"
53.099,"001.08,000.00274
"
53.299,"001.08,000.00273
"
53.501,"001.06,000.00273
"
