Test Time (s),F(kg)      millistrain
0.656,���x��x�0�0�0�������p�pp�p��>���p�p
4.044,"000.00,00-0.00000
"
4.246,"000.00,00-0.00000
"
4.446,"000.00,000.00000
"
4.645,"000.04,000.00039
"
4.845,"000.92,000.00102
"
5.043,"001.66,000.00124
"
5.246,"001.84,000.00124
"
5.446,"001.82,000.00124
"
5.645,"001.81,000.00124
"
5.846,"001.81,000.00124
"
6.046,"001.81,000.001"
6.263,"37
002.48,000.00217
"
6.463,"003.77,000.00304
"
6.663,"004.95,000.00388
"
6.863,"006.18,000.00478
"
7.063,"007.39,000.00548
"
7.261,"008.26,000.00571
"
7.462,"008.39,000.00570"
7.68,"
008.35,000.00570
"
7.88,"008.33,000.00570
"
8.078,"008.31,000.00569
"
8.278,"008.30,000.00573
"
8.48,"008.60,000.00627
"
8.681,"009.53,000.00702
"
8.881,"010.63,000.00790
"
9.077,"011.79,000.00881
"
9.28,"013.01,000.00984
"
9.482,"014.33,000.01049
"
9.694,"014.95,000.01049
"
9.894,"014.88,000.01048
"
10.095,"014.83,000.01047
"
10.297,"014.81,000.01047
"
10.495,"014.78,000.01048
"
10.695,"014.94,000.01102
"
10.897,"015.94,000.01185
"
11.097,"016.99,000.01267
"
11.312,"018.11,000.01359
"
11.512,"019.39,000.01455
"
11.714,"020.71,000.01495
"
11.912,"021.22,000.01480
"
12.111,"021.05,000.01472
"
12.314,"020.99,000.01466
"
12.511,"020.94,000.01462
"
12.713,"020.90,000.01462
"
12.913,"021.08,000.01521
"
13.113,"022.14,000.015"
13.327,"96
023.16,000.01663
"
13.529,"024.19,000.01725
"
13.731,"025.26,000.01779
"
13.929,"026.23,000.01810
"
14.132,"026.85,000.01793
"
14.332,"026.64,000.01775
"
14.545,"026.50,000.01763
"
14.748,"026.39,000.01754
"
14.945,"026.30,000.01748
"
15.146,"026.28,000.01785
"
15.345,"027.15,000.01851
"
15.548,"028.10,000.01897
"
15.748,"028.97,000.01927
"
15.947,"029.83,000.01936
"
16.146,"030.70,000.01893
"
16.346,"030.72,000.01819
"
16.545,"030.29,000.0177"
16.762,"5
029.99,000.01745
"
16.961,"029.75,000.01723
"
17.154,"029.61,000.01743
"
17.354,"030.53,000.01763
"
17.572,"031.26,000.01705
"
17.774,"031.51,000.01583
"
17.971,"031.38,000.01364
"
18.171,"030.66,000.01109
"
18.372,"029.11,000.00923
"
18.574,"027.58,000.00810
"
18.772,"026.48,000.00751
"
18.972,"025.70,000.00716
"
19.173,"025.10,000.00689
"
19.39,"024.66,000.00676
"
19.588,"025.29,000.00638
"
19.787,"024.89,000.00532
"
19.987,"022.47,000.00439
"
20.188,"019.74,000.00382
"
20.391,"014.25,000.00345
"
20.592,"011.75,000.00327
"
20.788,"011.07,000.00319
"
20.988,"010.72,000.00312
"
21.188,"010.49,000.00308
"
21.389,"010.33,000.003"
21.607,"08
010.50,000.00309
"
21.804,"011.03,000.00304
"
22.006,"011.13,000.00299
"
22.208,"010.74,000.00295
"
22.406,"09.51,000.00293
"
22.606,"008.79,000.00285
"
22.806,"008.15,000.00280
"
23.022,"007.68,000.00277
"
23.225,"007.46,000.00275
"
23.425,"007.32,000.00274
"
23.621,"007.21,000.00273
"
23.825,"007.19,000.00274
"
24.022,"007.70,000.00275
"
24.225,"007.95,000.00275
"
24.423,"007.94,000.00273
"
24.625,"007.48,000.00277
"
24.822,"006.95,000.00277"
25.04,"
006.27,000.00275
"
25.24,"005.81,000.00274
"
25.438,"005.61,000.00272
"
25.64,"005.47,000.00274
"
25.838,"005.37,000.00274
"
26.038,"005.30,000.00275
"
26.238,"005.59,000.00277
"
26.456,"005.82,000.00278
"
26.654,"005.93,000.00280
"
26.84,"005.77,000.00284
"
27.056,"005.49,000.00288
"
27.256,"005.25,000.00288
"
27.457,"004.75,000.00286
"
27.655,"004.53,000.00287
"
27.857,"004.39,000.00285
"
28.059,"004.30,000.00286
"
28.255,"004.22,000.00285"
28.471,"
004.33,000.00287
"
28.672,"004.75,000.00293
"
28.872,"004.81,000.00290
"
29.072,"004.67,000.00280
"
29.273,"004.41,000.00273
"
29.472,"004.13,000.00271
"
29.672,"003.73,000.00270
"
29.872,"003.58,000.00271
"
30.073,"003.48,000.00269
"
