Test Time (s),F(kg)      millistrain
0.498,��p����i���p�����t
3.921,"001.67,000.00407
"
4.121,"002.49,000.00775
"
4.319,"003.25,000.01055
"
4.52,"003.68,000.01143
"
4.739,"003.69,000.01168
"
4.939,"003.67,000.01174
"
5.135,"003.66,000.01185
"
5.335,"003.65,000.01197
"
5.537,"003.66,000.01232
"
5.737,"004.16,000.01371
"
5.935,"004.94,000.01501
"
6.137,"005.60,000.01572
"
6.339,"005.48,000.01712
"
6.537,"005.78,000.01716
"
6.738,"005.96,000.00643"
6.953,"
002.47,000.00325
"
7.154,"001.94,000.00328
"
7.353,"001.87,000.00342
"
7.552,"001.84,000.00335
"
7.753,"001.82,000.00329
"
7.952,"001.80,000.00323
"
8.153,"001.84,000.00317
"
8.373,"002.00,000.00306
"
8.573,"002.00,000.00289
"
8.769,"001.98,000.00273
"
8.969,"001.80,000.00249
"
9.169,"001.64,000.00219
"
9.369,"001.57,000.00190
"
9.569,"001.48,000.00167
"
9.77,"001.44,000.00146
"
9.969,"001.42,000.00128
"
10.169,"001.40,000.00113"
10.387,"
001.39,000.00102
"
10.587,"001.38,000.00095
"
10.788,"001.50,000.00087
"
10.985,"001.51,000.00077
"
11.187,"001.46,000.00064
"
11.386,"001.43,000.00056
"
11.586,"001.40,000.00051
"
11.787,"001.35,000.00047
"
11.99,"001.33,000.00045
"
12.188,"001.30,000.00043
"
12.402,"001.27,000.00043
"
12.603,"001.25,000.00041
"
12.804,"001.24,000.00040
"
13.004,"001.23,000.00039
"
13.204,"001.22,000.00039
"
13.404,"001.22,000.00039
"
13.603,"001.28,000.00041
"
13.821,"001.33,000.00042
"
14.02,"001.35,000.00041
"
14.22,"001.34,000.00042
"
14.419,"001.34,000.00043
"
14.622,"001.33,000.00045
"
14.82,"001.32,000.00046
"
15.021,"001.32,000.00046
"
15.221,"001.29,000.00045
"
15.422,"001.26,000.00045
"
15.621,"001.24,000.00045
"
15.84,"001.23,000.00047
"
16.039,"001.23,000.00048
"
16.239,"001.22,000.00049
"
16.438,"001.23,000.00051
"
16.639,"001.31,000.00054
"
16.837,"001.35,000.00056
"
17.037,"001.38,000.00060
"
17.238,"001.41,000.00062
"
17.438,"001.43,000.00065
"
17.656,"001.43,000.00065
"
17.855,"001.43,000.00065
"
18.053,"001.40,000.00067
"
18.256,"001.38,000.00069
"
18.455,"001.36,000.00069
"
18.655,"001.35,000.00070
"
18.855,"001.34,000.00071
"
19.055,"001.33,000.00073
"
19.272,"001.33,000.00073
"
19.469,"001.39,000.00079
"
19.673,"001.48,000.00081
"
19.873,"001.52,000.00082
"
20.072,"001.54,000.00086
"
20.27,"001.56,000.00087
"
20.473,"001.55,000.00088
"
20.671,"001.52,000.00090
"
20.873,"001.47,000.00091
"
21.073,"001.45,000.00092
"
21.29,"001.43,000.00092
"
21.489,"001.41,000.00093
"
21.69,"001.40,000.00095
"
21.89,"001.40,000.00098
"
22.087,"001.49,000.00102
"
22.289,"001.55,000.00104
"
22.489,"001.59,000.00103
"
22.691,"001.61,000.00102
"
22.89,"001.62,000.00103
"
23.106,"001.63,000.00100
"
23.307,"001.57,000.00099
"
23.506,"001.53,000.00097
"
23.707,"001.50,000.00096
"
23.904,"001.49,000.00096
"
24.106,"001.48,000.00096
"
24.306,"001.47,000.00096
"
24.507,"001.49,000.00099
"
24.721,"001.60,000.00100
"
24.922,"001.63,000.00101
"
25.121,"001.64,000.00103
"
25.323,"001.66,000.00103
"
25.524,"001.66,000.00102
"
25.724,"001.63,000.00101
"
25.921,"001.59,000.00100
"
26.124,"001.56,000.00099
"
