Test Time (s),F(kg)      millistrain
39.955,"0.00000
00-0.58,00"
40.154,"0.00000
00-0.59,00"
40.355,"0.00000
00-0.58,00"
40.555,"0.00000
00-0.54,00"
40.755,"0.00000
00-0.54,00"
40.971,"0.00000
00-0.55,00"
41.156,"0.00000
00-0.55,00"
41.371,"0.00000
00-0.55,00"
41.572,"0.00000
00-0.56,00"
41.771,"0.00000
00-0.58,00"
41.973,"0.00000
00-0.59,00"
42.172,"0.00000
00-0.60,00"
42.371,"0.00000
00-0.60,00"
42.572,"0.00000
00-0.61,00"
42.769,"0.00000
00-0.61,00"
42.985,"0.00000
00-0.59,00"
43.187,"0.00000
00-0.58,00"
43.387,"0.00000
00-0.60,00"
43.587,"0.00000
00-0.60,00"
43.786,"0.00000
00-0.60,00"
43.989,"0.00000
00-0.61,00"
44.189,"0.00000
00-0.61,00"
