Test Time (s),F(kg)      millistrain
42.083,"000.44,000.00000"
42.299,"
000.43,000.00000
"
42.497,"000.42,000.00000
"
42.697,"000.41,000.00000
"
42.898,"000.41,000.00000
"
43.098,"000.44,000.00000
"
43.298,"000.47,000.00000
"
43.499,"000.49,000.00000
"
43.714,"000.50,000.00000
"
43.917,"000.48,000.00000
"
44.114,"000.47,000.00000
"
44.315,"000.43,000.00000
"
44.516,"000.41,000.00000
"
44.714,"000.40,000.00000
"
44.915,"000.39,000.00000
"
45.115,"000.38,000.00000
"
45.316,"000.37,000.00000
"
45.533,"000.37,000.00000
"
45.733,"000.39,000.00000
"
45.932,"000.42,000.00000
"
46.132,"000.45,000.00000
"
46.332,"000.45,000.00000
"
46.534,"000.44,000.00000
"
46.734,"000.43,000.00000
"
46.933,"000.41,000.00000
"
47.132,"000.38,000.00000
"
47.351,"000.36,000.00000
"
47.549,"000.35,000.00000
"
47.748,"000.34,000.00000
"
47.949,"000.33,000.00000
"
48.151,"000.33,000.00000
"
48.35,"000.34,000.00000
"
48.548,"000.36,000.00000
"
48.75,"000.37,000.00000
"
48.967,"000.39,000.00000
"
49.168,"000.40,000.00000
"
49.367,"000.40,000.00000
"
49.567,"000.39,000.00000
"
49.764,"000.36,000.00000
"
49.966,"000.33,000.00000
"
50.167,"000.31,000.00000
"
50.367,"000.30,000.00000
"
50.567,"000.30,000.00000
"
50.765,"000.29,000.000"
50.984,"00
000.29,000.00000
"
51.184,"000.29,000.00000
"
51.386,"000.31,000.00000
"
51.584,"000.34,000.00000
"
51.784,"000.35,000.00000
"
51.982,"000.35,000.00000
"
52.183,"000.35,000.00000
"
52.402,"000.35,000.00000
"
52.6,"000.33,000.00000
"
52.798,"000.30,000.00000
"
53.001,"000.29,000.00000
"
53.202,"000.28,000.00000
"
53.4,"000.27,000.00000
"
53.599,"000.27,000.00000
"
53.801,"000.26,000.00000
"
54.0,"000.26,000.000"
54.201,"00
000.26,000.00000
"
54.417,"000.29,000.00000
"
54.602,"000.30,000.00000"
54.819,"
000.31,000.00000
"
55.018,"000.77,000.00000
"
55.216,"006.11,000.00000
"
55.417,"008.02,000.00000
"
55.617,"008.67,000.00000
"
55.816,"008.60,000.00000
"
56.033,"008.56,000.00000
"
56.235,"008.53,000.00000
"
56.436,"008.51,000.00000
"
56.632,"008.48,000.00000
"
