Test Time (s),F(kg)      millistrain
0.572,�p�����p�p���p�����p������p���p��������p����p�a𺟰�0��p�
3.93,"000.00,000.00000
"
4.114,"000.04,000.00000
"
4.33,"000.59,000.00000
"
4.53,"000.71,000.00000
"
4.727,"000.71,000.00000
"
4.926,"000.70,000.00000
"
5.127,"000.71,000.00000
"
5.33,"000.71,000.00000
"
5.53,"000.70,000.00000
"
5.73,"000.70,000.00000
"
5.947,"000.80,000.00000
"
6.147,"001.10,000.00000
"
6.347,"001.74,000.00000
"
6.546,"002.24,000.00000
"
6.745,"002.59,000.00000
"
6.946,"002.83,000.00000
"
7.146,"003.00,000.00000
"
7.364,"002.97,000.00000
"
7.547,"002.95,000.000"
7.761,"00
002.93,000.00000
"
7.961,"002.92,000.00000
"
8.164,"002.91,000.00000
"
8.364,"002.89,000.00000
"
8.562,"002.91,000.00000
"
8.762,"003.22,000.00000"
8.978,"
003.53,000.00000
"
9.178,"003.83,000.00000
"
9.381,"004.07,000.00000
"
9.58,"004.16,000.00000
"
9.78,"004.23,000.00000
"
9.979,"004.21,000.00000
"
10.18,"004.11,000.00000
"
10.378,"004.04,000.00000
"
10.58,"003.98,000.00000
"
10.778,"003.95,000.000"
10.994,"00
003.92,000.00000
"
11.197,"003.89,000.00000
"
11.398,"003.87,000.00000
"
11.594,"003.90,000.00000
"
11.797,"004.24,000.00000
"
11.997,"004.55,000.00000
"
12.197,"004.57,000.00000
"
12.395,"004.45,000.00000
"
12.612,"004.22,000.00000
"
12.812,"004.03,000.00000
"
13.012,"003.92,000.00000
"
13.212,"003.84,000.00000
"
13.412,"003.78,000.00000
"
13.612,"003.73,000.00000
"
13.814,"003.69,000.00000
"
14.011,"003.70,000.00000"
14.231,"
003.86,000.00000
"
14.428,"003.99,000.00000
"
14.629,"004.14,000.00000
"
14.83,"004.14,000.00000
"
15.03,"003.98,000.00000
"
15.229,"003.79,000.00000
"
15.429,"003.56,000.00000
"
15.63,"003.44,000.00000
"
15.83,"003.36,000.00000
"
16.047,"003.30,000.00000
"
16.246,"003.25,000.00000
"
16.446,"003.21,000.00000
"
16.646,"003.23,000.00000
"
16.847,"003.50,000.00000
"
17.048,"003.63,000.00000
"
17.247,"003.63,000.00000
"
17.445,"003.49,000.00000
"
17.647,"003.29,000.00000
"
17.863,"003.13,000.00000
"
18.064,"002.96,000.00000
"
18.264,"002.83,000.00000
"
18.464,"002.76,000.00000
"
18.664,"002.70,000.00000
"
18.863,"002.64,000.00000
"
19.064,"002.61,000.00000
"
19.281,"002.71,000.00000
"
19.48,"002.90,000.00000
"
19.68,"002.97,000.00000
"
19.878,"002.90,000.00000
"
20.081,"002.73,000.00000
"
20.281,"002.55,000.00000
"
20.481,"002.42,000.00000
"
20.681,"002.24,000.00000
"
20.881,"002.15,000.00000
"
21.082,"002.07,000.00000
"
21.297,"002.03,000.00000
"
21.498,"002.00,000.00000
"
21.696,"001.97,000.00000
"
21.898,"002.06,000.00000
"
22.097,"002.17,000.00000
"
22.296,"002.22,000.00000
"
22.497,"002.22,000.00000
"
22.715,"002.13,000.00000
"
22.897,"001.98,000.00000
"
23.097,"001.79,000.0000"
23.316,"0
001.67,000.00000
"
23.514,"001.62,000.00000
"
23.715,"001.58,000.00000
"
23.914,"001.55,000.00000
"
24.114,"001.52,000.00000
"
24.312,"001.50,000.00000"
24.53,"
001.51,000.00000
"
24.73,"001.59,000.00000
"
24.931,"001.66,000.00000
"
25.13,"001.71,000.00000
"
25.332,"001.67,000.00000
"
25.531,"001.59,000.00000
"
25.729,"001.53,000.00000
"
25.93,"001.44,000.00000
"
26.131,"001.34,000.00000
"
26.348,"001.29,000.00000
"
26.547,"001.26,000.00000
"
26.748,"001.23,000.00000
"
26.946,"001.21,000.00000
"
27.147,"001.20,000.00000
"
27.35,"001.32,000.00000
"
27.548,"001.36,000.00000
"
27.747,"001.37,000.00000
"
27.947,"001.34,000.00000
"
28.164,"001.28,000.00000
"
28.364,"001.22,000.00000
"
28.564,"001.14,000.00000
"
28.764,"001.06,000.00000
"
28.964,"001.03,000.00000
"
29.162,"001.00,000.00000
"
29.364,"000.97,000.00000
"
29.563,"000.96,000.00000"
29.766,"
000.96,000.00000
"
29.979,"001.02,000.00000
"
30.182,"001.04,000.00000
"
30.38,"001.07,000.00000
"
30.581,"001.10,000.00000
"
30.78,"001.10,000.00000
"
30.98,"001.06,000.00000
"
31.179,"000.99,000.00000
"
31.38,"000.88,000.00000
"
31.597,"000.85,000.00000
"
31.797,"000.83,000.00000
"
31.997,"000.81,000.00000
"
32.197,"000.80,000.00000
"
32.397,"000.80,000.00000
"
32.598,"000.86,000.00000
"
32.797,"000.90,000.00000
"
33.016,"000.93,000.00000
"
33.199,"000.93,000.00000
"
33.413,"000.90,000.00000
"
33.613,"000.84,000.00000
"
33.813,"000.76,000.00000
"
34.013,"000.73,000.00000
"
34.212,"000.71,000.00000
"
34.414,"000.69,000.00000
"
34.613,"000.67,000.00000
"
34.816,"000.67,000.00000
"
35.015,"000.68,000.00000
"
35.217,"000.74,000.00000
"
35.432,"000.78,000.00000
"
35.63,"000.77,000.00000
"
35.831,"000.74,000.00000
"
36.03,"000.70,000.00000
"
36.23,"000.64,000.00000
"
36.43,"000.60,000.00000
"
36.63,"000.58,000.00000
"
36.83,"000.57,000.0000"
37.047,"0
000.56,000.00000
"
37.246,"000.54,000.00000
"
37.447,"000.54,000.00000
"
37.649,"000.57,000.00000
"
37.849,"000.59,000.00000
"
38.047,"000.62,000.00000
"
38.264,"000.63,000.00000
"
38.464,"000.65,000.00000
"
38.664,"000.64,000.00000
"
38.865,"000.62,000.00000
"
39.065,"000.56,000.00000
"
39.264,"000.53,000.00000
"
39.464,"000.50,000.00000
"
39.664,"000.49,000.00000
"
39.864,"000.47,000.00000
"
40.064,"000.47,000.00000
"
40.28,"000.47,000.00000
"
40.48,"000.51,000.00000
"
40.68,"000.52,000.00000
"
40.881,"000.53,000.00000
"
41.08,"000.55,000.00000
"
41.281,"000.58,000.00000
"
41.481,"000.55,000.00000
"
41.68,"000.50,000.00000
"
41.882,"000.45,000.00000
"
